customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnRiskScore,RiskTier,RiskColor,CustomerSegments,CustomerPersona
3474-HMYSH,Female,No,No,No,16,Yes,DSL,Month-to-month,Mailed check,63.09,1001.55,No,58,Medium,#FFD700,Standard,General Subscriber
5428-UIUZW,Female,No,Yes,Yes,61,Yes,No,Two year,Electronic check,21.5,1313.54,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9412-KSOTT,Female,No,Yes,No,17,Yes,Fiber optic,Month-to-month,Credit card (automatic),94.73,1595.47,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
7860-KOOMO,Male,Yes,Yes,No,69,Yes,DSL,Two year,Electronic check,71.86,5000.18,No,23,Low,#00F5D4,Loyal,Loyal Long-Term User
5571-GMJSN,Male,No,No,Yes,34,Yes,Fiber optic,One year,Bank transfer (automatic),96.09,3297.94,No,45,Medium,#FFD700,Premium,General Subscriber
8825-EXNUT,Female,No,No,No,66,Yes,DSL,Two year,Bank transfer (automatic),63.59,4161.23,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
6034-XXLMG,Female,No,Yes,Yes,47,Yes,Fiber optic,One year,Electronic check,86.34,4043.11,No,55,Medium,#FFD700,Standard,General Subscriber
5782-MGRRA,Female,No,No,No,53,Yes,No,One year,Credit card (automatic),22.63,1205.94,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8697-XIPNX,Female,No,Yes,No,27,Yes,Fiber optic,Month-to-month,Credit card (automatic),99.01,2686.75,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
6819-GDZTE,Female,No,No,Yes,63,Yes,DSL,Two year,Credit card (automatic),71.68,4487.43,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
9418-LIKLI,Female,No,Yes,Yes,51,Yes,DSL,Two year,Mailed check,55.08,2809.37,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
3549-AJOSY,Male,No,Yes,Yes,62,Yes,DSL,Two year,Bank transfer (automatic),53.69,3299.47,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
8685-MJUGJ,Male,No,Yes,Yes,53,Yes,No,One year,Bank transfer (automatic),23.96,1267.21,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
3631-MGHAR,Male,No,Yes,Yes,46,Yes,Fiber optic,One year,Electronic check,92.79,4269.67,No,55,Medium,#FFD700,Premium,General Subscriber
7491-UCNZH,Male,No,Yes,No,34,Yes,No,One year,Credit card (automatic),20.49,692.97,No,5,Low,#00F5D4,Budget,General Subscriber
2284-LKJCJ,Female,No,No,No,67,Yes,No,Two year,Electronic check,21.76,1461.82,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8610-MXYNX,Female,No,Yes,Yes,1,Yes,DSL,Month-to-month,Bank transfer (automatic),61.05,60.68,No,73,High,#FF007F,"High-Risk, Short-Term",General Subscriber
1485-HHVGY,Female,No,Yes,Yes,35,Yes,DSL,One year,Mailed check,64.07,2233.15,No,28,Low,#00F5D4,Standard,General Subscriber
2202-QVRCL,Female,Yes,No,No,71,Yes,DSL,Two year,Credit card (automatic),60.43,4261.89,No,13,Low,#00F5D4,Loyal,Loyal Long-Term User
3844-BYVHP,Male,No,Yes,No,17,Yes,No,One year,Mailed check,22.62,382.42,No,5,Low,#00F5D4,Budget,General Subscriber
6414-RNUHE,Female,No,Yes,Yes,54,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),101.52,5491.35,No,55,Medium,#FFD700,"Loyal, Premium",General Subscriber
3456-QVQWI,Male,No,No,No,42,Yes,DSL,Month-to-month,Mailed check,61.06,2559.07,No,53,Medium,#FFD700,Standard,General Subscriber
5248-CHKHP,Male,No,Yes,No,60,Yes,DSL,Two year,Bank transfer (automatic),73.91,4411.57,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
6088-LGFTZ,Male,No,No,No,1,Yes,No,Month-to-month,Bank transfer (automatic),21.52,21.42,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
0340-KPGMR,Female,No,Yes,Yes,26,Yes,No,Month-to-month,Mailed check,23.2,597.55,No,30,Medium,#FFD700,Budget,General Subscriber
9919-MAUQJ,Female,No,No,No,35,Yes,DSL,One year,Bank transfer (automatic),51.54,1793.6,No,25,Low,#00F5D4,Standard,General Subscriber
3185-LSMPA,Male,No,No,No,48,Yes,Fiber optic,Two year,Electronic check,103.74,4930.2,No,40,Medium,#FFD700,"Loyal, Premium",General Subscriber
4075-NBEHY,Female,Yes,No,No,59,Yes,DSL,Two year,Bank transfer (automatic),54.41,3226.19,No,5,Low,#00F5D4,Loyal,Loyal Long-Term User
7344-SWPSX,Female,No,No,No,71,Yes,Fiber optic,Two year,Bank transfer (automatic),95.2,6825.68,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
3601-PJHWA,Male,Yes,Yes,Yes,51,Yes,DSL,Two year,Credit card (automatic),60.23,3093.03,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
2707-DEOSW,Male,Yes,No,No,64,Yes,DSL,Two year,Electronic check,64.24,4126.78,No,28,Low,#00F5D4,Loyal,Loyal Long-Term User
8176-OMEFO,Female,Yes,No,No,56,Yes,Fiber optic,Two year,Credit card (automatic),91.82,5103.47,No,30,Medium,#FFD700,"Loyal, Premium",General Subscriber
9731-EEZYV,Female,No,No,No,22,Yes,No,Month-to-month,Credit card (automatic),20.57,456.86,No,35,Medium,#FFD700,Budget,General Subscriber
5328-XNCOR,Female,No,Yes,Yes,50,Yes,DSL,Two year,Credit card (automatic),55.59,2799.36,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
8645-KLEND,Male,Yes,No,Yes,26,Yes,Fiber optic,One year,Mailed check,92.23,2411.05,No,50,Medium,#FFD700,Premium,General Subscriber
9989-NUFKR,Male,No,No,No,0,Yes,Fiber optic,One year,Bank transfer (automatic),101.2,0.0,No,70,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
1517-ZYSYO,Male,Yes,Yes,Yes,19,Yes,DSL,Month-to-month,Mailed check,61.36,1160.41,No,58,Medium,#FFD700,Standard,General Subscriber
2247-BXVQD,Female,Yes,Yes,Yes,23,Yes,No,One year,Bank transfer (automatic),23.01,526.54,No,10,Low,#00F5D4,Budget,General Subscriber
3340-KBRXD,Female,No,Yes,Yes,51,Yes,No,One year,Mailed check,22.95,1181.25,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
1166-SJNAE,Female,Yes,No,No,54,Yes,No,Two year,Mailed check,23.64,1273.92,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
7498-RZISW,Male,No,Yes,Yes,53,Yes,Fiber optic,Two year,Bank transfer (automatic),103.63,5483.3,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
7166-LPQUD,Female,Yes,No,No,2,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),88.6,176.1,No,100,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
0583-SHJBQ,Female,No,No,No,39,Yes,No,One year,Mailed check,20.62,796.38,No,5,Low,#00F5D4,Budget,General Subscriber
9447-HYLVG,Male,Yes,No,No,26,Yes,No,One year,Credit card (automatic),22.13,579.49,No,15,Low,#00F5D4,Budget,General Subscriber
6674-PPUUE,Female,No,Yes,Yes,53,Yes,DSL,Two year,Mailed check,68.54,3624.94,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
8777-ZTYLU,Female,No,No,No,19,Yes,Fiber optic,Month-to-month,Credit card (automatic),88.2,1675.03,No,75,High,#FF007F,High-Risk,High-Value Churn-Risk
7745-OVKBF,Female,No,No,No,11,Yes,DSL,Month-to-month,Credit card (automatic),63.28,699.02,No,68,High,#FF007F,"High-Risk, Short-Term",General Subscriber
5320-EKJNC,Male,No,No,No,35,Yes,No,Month-to-month,Credit card (automatic),23.97,834.17,No,35,Medium,#FFD700,Budget,General Subscriber
9473-PPSNE,Male,No,No,No,39,Yes,Fiber optic,Month-to-month,Electronic check,101.97,3993.37,No,85,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
2200-RWUDA,Female,Yes,No,No,65,Yes,Fiber optic,Two year,Credit card (automatic),87.15,5644.74,No,30,Medium,#FFD700,Loyal,General Subscriber
4909-WMODU,Female,No,Yes,Yes,13,Yes,DSL,Month-to-month,Bank transfer (automatic),62.09,813.25,No,53,Medium,#FFD700,Standard,General Subscriber
9665-WVETJ,Female,No,No,No,12,Yes,No,Month-to-month,Bank transfer (automatic),21.09,251.59,No,35,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
5367-LVOVP,Male,No,No,No,67,Yes,DSL,Two year,Electronic check,55.17,3660.1,No,15,Low,#00F5D4,Loyal,Loyal Long-Term User
4721-ODYFJ,Female,No,No,No,72,Yes,Fiber optic,Two year,Credit card (automatic),103.93,7547.35,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
7646-XVCFV,Male,Yes,Yes,No,20,Yes,Fiber optic,One year,Bank transfer (automatic),93.34,1857.68,No,50,Medium,#FFD700,Premium,General Subscriber
8704-QDCGX,Male,No,Yes,No,38,Yes,DSL,One year,Bank transfer (automatic),65.11,2495.51,No,23,Low,#00F5D4,Standard,General Subscriber
2959-XRMOO,Male,No,No,No,19,Yes,DSL,Month-to-month,Credit card (automatic),67.33,1282.06,No,58,Medium,#FFD700,Standard,General Subscriber
1548-FPABV,Female,No,Yes,No,55,Yes,DSL,Two year,Bank transfer (automatic),61.77,3391.96,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
3688-JCLPP,Female,No,Yes,No,22,Yes,Fiber optic,Month-to-month,Electronic check,104.91,2306.77,No,85,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
5589-FEHWL,Male,No,No,No,15,Yes,DSL,One year,Mailed check,63.67,957.12,No,33,Medium,#FFD700,Standard,General Subscriber
3528-OQTPD,Male,No,Yes,Yes,62,Yes,Fiber optic,Two year,Bank transfer (automatic),98.16,6128.58,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
6455-BOVEQ,Female,Yes,Yes,No,17,Yes,No,Month-to-month,Credit card (automatic),22.73,384.99,No,35,Medium,#FFD700,Budget,General Subscriber
5058-DUAKQ,Female,Yes,No,No,11,Yes,No,Month-to-month,Credit card (automatic),22.74,249.52,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
4653-HHJOO,Male,No,No,No,13,Yes,No,Month-to-month,Mailed check,22.15,287.96,No,35,Medium,#FFD700,Budget,General Subscriber
1502-GPJGR,Male,No,No,Yes,52,Yes,No,Two year,Credit card (automatic),20.02,1033.35,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9796-FTCIL,Male,No,No,No,43,Yes,Fiber optic,One year,Mailed check,97.12,4166.88,No,45,Medium,#FFD700,Premium,General Subscriber
9525-PIPPP,Male,No,Yes,Yes,6,Yes,DSL,Month-to-month,Electronic check,69.64,421.41,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
5405-XSCSH,Male,No,Yes,Yes,25,Yes,DSL,Month-to-month,Mailed check,54.71,1360.83,No,45,Medium,#FFD700,Standard,General Subscriber
0653-GLZGW,Male,No,No,No,62,Yes,DSL,Two year,Electronic check,62.59,3887.91,No,23,Low,#00F5D4,Loyal,Loyal Long-Term User
8787-YUKUP,Female,No,No,No,19,Yes,No,Month-to-month,Mailed check,24.06,460.5,No,35,Medium,#FFD700,Budget,General Subscriber
6097-VSPQZ,Male,No,Yes,No,44,No,No,One year,Mailed check,20.23,891.91,No,0,Low,#00F5D4,Budget,General Subscriber
7753-SRYXZ,Male,No,No,No,50,Yes,No,One year,Bank transfer (automatic),20.17,998.56,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5380-LGXMK,Male,Yes,Yes,No,48,Yes,DSL,Two year,Mailed check,58.73,2838.89,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
6721-YERDK,Male,No,No,No,60,Yes,No,Two year,Electronic check,23.85,1424.96,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9241-HPDPH,Female,No,No,No,51,Yes,DSL,One year,Bank transfer (automatic),60.2,3081.47,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
6816-OFGRM,Male,No,No,Yes,13,Yes,Fiber optic,Month-to-month,Mailed check,96.22,1256.74,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
5410-KXYUV,Male,No,Yes,Yes,1,Yes,No,Month-to-month,Electronic check,22.67,22.45,No,65,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
4584-BURSE,Female,No,Yes,Yes,61,Yes,Fiber optic,Two year,Bank transfer (automatic),100.17,6125.5,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
3157-DNBIF,Male,No,Yes,Yes,56,Yes,DSL,Two year,Bank transfer (automatic),71.2,4008.42,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
8762-ATGZR,Female,No,No,No,36,Yes,Fiber optic,One year,Credit card (automatic),85.06,3048.77,No,45,Medium,#FFD700,Standard,General Subscriber
1551-ASVLI,Female,No,No,No,56,No,No,Two year,Bank transfer (automatic),23.19,1302.46,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6277-XNOJN,Male,No,Yes,No,67,Yes,No,Two year,Bank transfer (automatic),22.29,1495.93,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9449-TGZCG,Male,No,No,No,58,Yes,DSL,Two year,Bank transfer (automatic),72.75,4196.71,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
7832-BGCMD,Female,No,No,No,4,Yes,DSL,Month-to-month,Bank transfer (automatic),52.55,211.44,No,70,High,#FF007F,"High-Risk, Short-Term",General Subscriber
1801-MMIRA,Female,No,Yes,No,66,Yes,No,Two year,Bank transfer (automatic),23.69,1577.77,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
2140-OHPGB,Male,Yes,No,No,47,Yes,Fiber optic,One year,Credit card (automatic),106.14,4956.36,No,50,Medium,#FFD700,Premium,General Subscriber
7024-PJQKU,Male,No,Yes,Yes,5,Yes,DSL,Month-to-month,Mailed check,53.82,267.34,No,65,High,#FF007F,"High-Risk, Short-Term",General Subscriber
2540-DJSVV,Female,No,No,No,52,Yes,Fiber optic,Two year,Bank transfer (automatic),104.69,5454.78,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
5696-IADBC,Male,No,Yes,No,22,Yes,Fiber optic,One year,Mailed check,103.58,2290.63,No,45,Medium,#FFD700,Premium,General Subscriber
3316-DJBRE,Female,Yes,Yes,Yes,33,Yes,DSL,One year,Electronic check,58.36,1929.88,No,40,Medium,#FFD700,Standard,General Subscriber
7774-CVJSB,Male,No,No,No,31,Yes,No,Month-to-month,Credit card (automatic),24.24,754.36,No,35,Medium,#FFD700,Budget,General Subscriber
5261-KQOQT,Female,No,Yes,Yes,52,Yes,DSL,Two year,Bank transfer (automatic),53.93,2832.07,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
6731-VGOCX,Male,No,No,Yes,48,Yes,Fiber optic,Two year,Bank transfer (automatic),107.62,5181.74,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
7034-ADUZC,Male,No,Yes,Yes,4,Yes,No,Month-to-month,Mailed check,20.63,82.57,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
8172-AHKPS,Male,No,No,No,18,Yes,No,Month-to-month,Bank transfer (automatic),24.55,445.04,No,35,Medium,#FFD700,Budget,General Subscriber
0782-JCDNI,Female,No,Yes,Yes,36,Yes,Fiber optic,One year,Mailed check,88.61,3166.16,No,40,Medium,#FFD700,Standard,General Subscriber
0642-XCZCN,Male,No,Yes,Yes,62,Yes,Fiber optic,Two year,Mailed check,100.33,6192.98,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
6521-YPJNI,Male,No,Yes,Yes,7,Yes,No,Month-to-month,Electronic check,24.11,167.41,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7134-UNXZH,Female,No,Yes,No,13,Yes,No,Month-to-month,Credit card (automatic),21.61,278.42,No,30,Medium,#FFD700,Budget,General Subscriber
8304-DWVKU,Male,No,No,No,5,Yes,No,Month-to-month,Credit card (automatic),24.15,120.14,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7016-QYLEL,Female,Yes,No,No,17,Yes,No,Month-to-month,Bank transfer (automatic),20.58,350.71,No,40,Medium,#FFD700,Budget,General Subscriber
7409-LFSAK,Male,Yes,No,No,40,Yes,DSL,One year,Electronic check,59.76,2385.46,No,40,Medium,#FFD700,Standard,General Subscriber
9924-CNUDC,Male,No,Yes,No,59,Yes,Fiber optic,One year,Credit card (automatic),89.44,5278.31,No,30,Medium,#FFD700,Loyal,General Subscriber
9088-XXUBM,Female,Yes,Yes,Yes,36,Yes,DSL,One year,Electronic check,55.24,1976.13,No,35,Medium,#FFD700,Standard,General Subscriber
7250-WWGQL,Male,Yes,Yes,No,50,Yes,DSL,One year,Credit card (automatic),62.42,3101.56,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
7374-FZDVJ,Female,Yes,No,No,5,Yes,No,Month-to-month,Electronic check,22.54,112.97,No,75,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
2505-SEVZK,Female,No,Yes,No,24,Yes,Fiber optic,One year,Mailed check,97.36,2331.75,No,45,Medium,#FFD700,Premium,General Subscriber
5350-FIMSI,Male,No,Yes,Yes,64,Yes,DSL,Month-to-month,Bank transfer (automatic),63.09,4068.97,No,38,Medium,#FFD700,Loyal,General Subscriber
7094-GSDHP,Female,No,No,No,15,Yes,DSL,Month-to-month,Electronic check,73.75,1104.57,No,73,High,#FF007F,High-Risk,General Subscriber
7381-DHZGO,Female,No,No,No,9,Yes,Fiber optic,Month-to-month,Electronic check,107.06,954.2,No,100,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
5588-EGIRX,Female,No,Yes,No,63,Yes,Fiber optic,Two year,Mailed check,86.45,5471.31,No,20,Low,#00F5D4,Loyal,Loyal Long-Term User
6670-UVWMG,Female,Yes,Yes,No,42,Yes,No,One year,Mailed check,21.22,895.28,No,5,Low,#00F5D4,Budget,General Subscriber
5367-TUDEA,Male,No,Yes,No,49,Yes,DSL,Month-to-month,Bank transfer (automatic),57.84,2806.45,No,30,Medium,#FFD700,Loyal,General Subscriber
1996-RZXII,Male,No,No,No,57,Yes,Fiber optic,One year,Mailed check,91.59,5171.93,No,35,Medium,#FFD700,"Loyal, Premium",General Subscriber
0400-JWNIL,Male,No,No,No,33,Yes,DSL,Month-to-month,Electronic check,59.03,1939.5,No,65,High,#FF007F,High-Risk,General Subscriber
9924-MNEKO,Male,Yes,Yes,No,46,Yes,No,One year,Electronic check,20.56,951.29,No,20,Low,#00F5D4,Budget,General Subscriber
2508-VDLSK,Female,No,Yes,Yes,70,Yes,Fiber optic,Month-to-month,Credit card (automatic),91.42,6422.92,No,55,Medium,#FFD700,"Loyal, Premium",General Subscriber
9645-YUQTY,Female,No,No,Yes,30,Yes,DSL,One year,Mailed check,71.4,2157.59,No,28,Low,#00F5D4,Standard,General Subscriber
4479-WFYSO,Male,No,Yes,No,56,No,No,Month-to-month,Electronic check,24.96,1408.64,No,30,Medium,#FFD700,"Loyal, Budget",General Subscriber
4658-IMHZS,Female,No,No,No,60,Yes,Fiber optic,Two year,Credit card (automatic),103.8,6215.21,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
7649-PGOQB,Male,No,Yes,Yes,51,Yes,No,One year,Bank transfer (automatic),22.86,1164.5,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6660-WTCSD,Female,No,Yes,Yes,8,Yes,DSL,Month-to-month,Credit card (automatic),61.21,493.06,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
8567-KSDAU,Male,No,No,No,26,Yes,No,Month-to-month,Bank transfer (automatic),21.52,562.71,No,35,Medium,#FFD700,Budget,General Subscriber
5637-IIXRI,Male,No,No,No,28,Yes,Fiber optic,One year,Bank transfer (automatic),90.26,2536.88,No,50,Medium,#FFD700,Premium,General Subscriber
0509-KGYAV,Male,Yes,No,No,43,Yes,Fiber optic,One year,Credit card (automatic),101.81,4339.32,No,50,Medium,#FFD700,Premium,General Subscriber
9426-MAHNN,Female,No,Yes,No,3,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),89.91,267.28,No,90,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
9616-LHPPY,Male,No,No,No,10,No,No,Month-to-month,Mailed check,20.56,207.43,No,45,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
3490-EGYPJ,Female,No,No,No,46,Yes,No,One year,Credit card (automatic),20.02,924.1,No,5,Low,#00F5D4,Budget,General Subscriber
9911-UWFSJ,Male,No,Yes,Yes,61,No,DSL,Two year,Bank transfer (automatic),56.58,3457.6,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
4288-JMHPX,Male,No,No,Yes,50,Yes,Fiber optic,Month-to-month,Electronic check,104.76,5289.9,No,70,High,#FF007F,"Loyal, High-Risk, Premium",High-Value Churn-Risk
1625-BKLGF,Male,No,Yes,Yes,65,Yes,DSL,Two year,Mailed check,67.27,4363.33,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
4076-WZFTM,Male,No,No,No,4,Yes,DSL,Month-to-month,Bank transfer (automatic),57.14,226.63,No,70,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7191-ETYZI,Female,No,Yes,Yes,53,Yes,DSL,Two year,Credit card (automatic),57.28,3018.96,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
0193-LGCVC,Female,No,No,No,11,Yes,DSL,Month-to-month,Electronic check,61.93,684.28,No,83,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7493-COLNA,Male,No,Yes,Yes,72,Yes,Fiber optic,Month-to-month,Mailed check,90.33,6469.43,No,55,Medium,#FFD700,"Loyal, Premium",General Subscriber
9660-FUKCI,Female,No,Yes,No,57,Yes,DSL,Two year,Electronic check,73.07,4171.0,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
6027-MTYGZ,Male,No,No,No,30,Yes,No,One year,Bank transfer (automatic),24.21,724.5,No,10,Low,#00F5D4,Budget,General Subscriber
5042-FJMIY,Female,No,No,No,38,Yes,Fiber optic,One year,Bank transfer (automatic),93.44,3577.69,No,45,Medium,#FFD700,Premium,General Subscriber
7865-BIIXJ,Female,No,No,No,48,Yes,No,One year,Bank transfer (automatic),22.69,1096.7,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
7150-AZPNA,Female,No,No,No,66,Yes,Fiber optic,Two year,Bank transfer (automatic),107.81,7069.78,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
5576-DQUNP,Male,No,No,No,2,Yes,DSL,Month-to-month,Mailed check,63.83,127.15,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
1205-SSZIZ,Male,No,No,No,41,Yes,DSL,Two year,Credit card (automatic),63.3,2574.33,No,18,Low,#00F5D4,Standard,General Subscriber
8802-LPVBZ,Female,No,Yes,No,37,Yes,Fiber optic,One year,Bank transfer (automatic),108.18,4033.48,No,40,Medium,#FFD700,Premium,General Subscriber
5167-MYCNW,Male,Yes,No,No,60,Yes,DSL,Two year,Electronic check,59.64,3552.12,No,20,Low,#00F5D4,Loyal,Loyal Long-Term User
6873-EZBTE,Female,No,No,No,57,Yes,No,Two year,Credit card (automatic),24.0,1376.74,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8718-GUJDY,Female,No,Yes,Yes,6,No,DSL,Month-to-month,Mailed check,71.29,431.63,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
9058-HBIPA,Female,No,Yes,Yes,6,Yes,No,Month-to-month,Electronic check,24.72,147.79,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
3205-WERLC,Male,No,Yes,Yes,13,Yes,DSL,Month-to-month,Electronic check,67.99,878.71,No,68,High,#FF007F,High-Risk,General Subscriber
1841-QALXC,Male,Yes,Yes,No,65,Yes,No,Two year,Mailed check,23.02,1487.81,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
7692-ZYMRS,Male,No,No,No,18,Yes,DSL,Month-to-month,Credit card (automatic),65.07,1182.48,No,58,Medium,#FFD700,Standard,General Subscriber
3607-CEJDG,Male,No,No,No,7,Yes,DSL,Month-to-month,Credit card (automatic),72.34,507.18,No,68,High,#FF007F,"High-Risk, Short-Term",General Subscriber
6436-LVWGC,Male,No,No,No,47,Yes,DSL,One year,Bank transfer (automatic),59.2,2809.79,No,20,Low,#00F5D4,Standard,General Subscriber
6318-OTRSP,Male,No,Yes,No,34,Yes,No,One year,Electronic check,23.79,811.47,No,20,Low,#00F5D4,Budget,General Subscriber
2509-XWVEP,Female,No,Yes,No,56,Yes,Fiber optic,Month-to-month,Credit card (automatic),97.88,5430.86,No,55,Medium,#FFD700,"Loyal, Premium",General Subscriber
2602-OKPXQ,Male,No,Yes,Yes,4,Yes,DSL,Month-to-month,Mailed check,71.08,282.62,No,73,High,#FF007F,"High-Risk, Short-Term",General Subscriber
0970-CTZSR,Female,No,No,Yes,35,No,DSL,One year,Credit card (automatic),52.61,1853.85,No,20,Low,#00F5D4,Standard,General Subscriber
8281-NRSMA,Female,No,No,No,1,Yes,DSL,Month-to-month,Bank transfer (automatic),63.61,63.45,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
8789-BZIRH,Female,No,No,No,57,Yes,DSL,Two year,Mailed check,54.57,3083.75,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
0666-JBKUT,Male,No,No,No,14,Yes,DSL,Month-to-month,Mailed check,61.13,863.05,No,58,Medium,#FFD700,Standard,General Subscriber
5371-ENXQQ,Male,Yes,Yes,Yes,56,Yes,No,Two year,Mailed check,23.67,1331.2,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
2175-MEIPT,Male,No,No,No,59,Yes,No,Two year,Bank transfer (automatic),24.04,1422.59,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6015-YIDHQ,Female,No,Yes,No,0,Yes,DSL,Two year,Mailed check,74.73,0.0,No,38,Medium,#FFD700,Short-Term,General Subscriber
8462-UXPXJ,Female,No,Yes,No,25,Yes,Fiber optic,Month-to-month,Mailed check,102.16,2531.35,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
3216-MLYMS,Female,Yes,No,Yes,25,Yes,DSL,Month-to-month,Electronic check,70.34,1748.42,No,73,High,#FF007F,High-Risk,General Subscriber
0250-ANIFE,Male,No,No,No,68,Yes,DSL,Two year,Bank transfer (automatic),72.94,4916.36,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
3477-VICCN,Female,Yes,No,No,72,Yes,Fiber optic,Two year,Credit card (automatic),93.98,6823.81,No,30,Medium,#FFD700,"Loyal, Premium",General Subscriber
4332-SWJLV,Male,No,No,No,49,Yes,No,One year,Mailed check,22.4,1101.15,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
2658-LTPYB,Female,No,Yes,Yes,38,Yes,No,One year,Mailed check,23.72,897.11,No,0,Low,#00F5D4,Budget,General Subscriber
7624-WVYGE,Male,No,Yes,Yes,61,Yes,DSL,Two year,Mailed check,62.03,3779.36,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
