customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3561-DRQWY,Female,1,Yes,No,27,Yes,No,Month-to-month,Bank transfer (automatic),23.6,637.27,No
2185-GUVCW,Female,1,Yes,Yes,13,Yes,DSL,Month-to-month,Credit card (automatic),65.94,855.25,Yes
9472-QCUHF,Male,0,No,No,27,Yes,No,Month-to-month,Bank transfer (automatic),23.32,635.78,Yes
3753-LUWGV,Female,0,Yes,No,19,Yes,Fiber optic,One year,Electronic check,95.36,1814.81,Yes
3056-QORBO,Female,1,No,No,16,Yes,No,Month-to-month,Mailed check,23.0,368.06,No
0151-ISOOP,Male,0,Yes,Yes,37,Yes,Fiber optic,One year,Mailed check,88.44,3302.31,No
6195-VIWSV,Female,0,Yes,No,21,Yes,No,One year,Bank transfer (automatic),24.07,505.05,No
6613-RRNKU,Male,1,Yes,No,28,Yes,Fiber optic,One year,Mailed check,103.62,2880.57,Yes
5936-ZADSY,Male,1,No,Yes,17,Yes,DSL,Month-to-month,Credit card (automatic),67.64,1150.68,No
7202-AHUWG,Female,0,Yes,Yes,62,Yes,DSL,Two year,Electronic check,61.07,3763.57,No
4483-MLNPA,Male,0,Yes,Yes,24,Yes,DSL,One year,Credit card (automatic),64.72,1552.61,No
6739-HCMIX,Female,0,No,No,17,Yes,DSL,Month-to-month,Electronic check,67.97,1161.38,No
8681-BFKGD,Female,0,Yes,Yes,52,Yes,No,Two year,Electronic check,24.47,1274.06,No
4014-MDKTZ,Male,0,Yes,Yes,18,Yes,DSL,Month-to-month,Bank transfer (automatic),61.27,1097.51,No
3474-HMYSH,Female,0,No,No,16,Yes,DSL,Month-to-month,Mailed check,63.09,1001.55,No
5428-UIUZW,Female,0,Yes,Yes,61,Yes,No,Two year,Electronic check,21.5,1313.54,No
9412-KSOTT,Female,0,Yes,No,17,Yes,Fiber optic,Month-to-month,Credit card (automatic),94.73,1595.47,No
2895-CGYJA,Female,0,No,No,6,Yes,DSL,Month-to-month,Mailed check,63.2,378.5,Yes
9397-WAFMY,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Mailed check,87.93,708.01,Yes
7860-KOOMO,Male,1,Yes,No,69,Yes,DSL,Two year,Electronic check,71.86,5000.18,No
7574-BLQTY,Female,0,Yes,Yes,11,Yes,No,Month-to-month,Credit card (automatic),20.85,230.09,Yes
5571-GMJSN,Male,0,No,Yes,34,Yes,Fiber optic,One year,Bank transfer (automatic),96.09,3297.94,No
8825-EXNUT,Female,0,No,No,66,Yes,DSL,Two year,Bank transfer (automatic),63.59,4161.23,No
4670-ULBVN,Female,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Mailed check,102.56,103.09,Yes
6034-XXLMG,Female,0,Yes,Yes,47,Yes,Fiber optic,One year,Electronic check,86.34,4043.11,No
5782-MGRRA,Female,0,No,No,53,Yes,No,One year,Credit card (automatic),22.63,1205.94,No
8697-XIPNX,Female,0,Yes,No,27,Yes,Fiber optic,Month-to-month,Credit card (automatic),99.01,2686.75,No
6819-GDZTE,Female,0,No,Yes,63,Yes,DSL,Two year,Credit card (automatic),71.68,4487.43,No
9418-LIKLI,Female,0,Yes,Yes,51,Yes,DSL,Two year,Mailed check,55.08,2809.37,No
3549-AJOSY,Male,0,Yes,Yes,62,Yes,DSL,Two year,Bank transfer (automatic),53.69,3299.47,No
8685-MJUGJ,Male,0,Yes,Yes,53,Yes,No,One year,Bank transfer (automatic),23.96,1267.21,No
3631-MGHAR,Male,0,Yes,Yes,46,Yes,Fiber optic,One year,Electronic check,92.79,4269.67,No
7491-UCNZH,Male,0,Yes,No,34,Yes,No,One year,Credit card (automatic),20.49,692.97,No
2284-LKJCJ,Female,0,No,No,67,Yes,No,Two year,Electronic check,21.76,1461.82,No
8610-MXYNX,Female,0,Yes,Yes,1,Yes,DSL,Month-to-month,Bank transfer (automatic),61.05,60.68,No
9162-JICAN,Male,0,No,No,8,Yes,Fiber optic,Month-to-month,Mailed check,88.82,714.46,Yes
5440-OCZCU,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Electronic check,100.97,304.97,Yes
1485-HHVGY,Female,0,Yes,Yes,35,Yes,DSL,One year,Mailed check,64.07,2233.15,No
2202-QVRCL,Female,1,No,No,71,Yes,DSL,Two year,Credit card (automatic),60.43,4261.89,No
5073-WEIXT,Female,0,No,No,9,Yes,Fiber optic,Month-to-month,Mailed check,100.01,905.28,Yes
3844-BYVHP,Male,0,Yes,No,17,Yes,No,One year,Mailed check,22.62,382.42,No
6414-RNUHE,Female,0,Yes,Yes,54,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),101.52,5491.35,No
1823-OPFDB,Female,0,No,No,34,Yes,DSL,One year,Bank transfer (automatic),62.11,2126.7,Yes
3456-QVQWI,Male,0,No,No,42,Yes,DSL,Month-to-month,Mailed check,61.06,2559.07,No
4741-EARDR,Female,0,Yes,Yes,16,Yes,DSL,Month-to-month,Mailed check,57.65,927.45,Yes
0269-YWKPO,Male,1,No,No,17,Yes,DSL,Month-to-month,Credit card (automatic),60.68,1030.94,Yes
5248-CHKHP,Male,0,Yes,No,60,Yes,DSL,Two year,Bank transfer (automatic),73.91,4411.57,No
6088-LGFTZ,Male,0,No,No,1,Yes,No,Month-to-month,Bank transfer (automatic),21.52,21.42,No
7704-YSTBS,Male,0,Yes,No,44,Yes,Fiber optic,Month-to-month,Mailed check,108.65,4791.08,Yes
0340-KPGMR,Female,0,Yes,Yes,26,Yes,No,Month-to-month,Mailed check,23.2,597.55,No
2188-OVOZC,Male,0,Yes,Yes,4,Yes,DSL,Month-to-month,Bank transfer (automatic),52.97,212.04,Yes
8671-EMKZP,Female,0,Yes,No,40,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),103.95,4192.24,Yes
9919-MAUQJ,Female,0,No,No,35,Yes,DSL,One year,Bank transfer (automatic),51.54,1793.6,No
3185-LSMPA,Male,0,No,No,48,Yes,Fiber optic,Two year,Electronic check,103.74,4930.2,No
4075-NBEHY,Female,1,No,No,59,Yes,DSL,Two year,Bank transfer (automatic),54.41,3226.19,No
7344-SWPSX,Female,0,No,No,71,Yes,Fiber optic,Two year,Bank transfer (automatic),95.2,6825.68,No
5878-WVXHV,Male,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Credit card (automatic),102.33,306.74,Yes
3601-PJHWA,Male,1,Yes,Yes,51,Yes,DSL,Two year,Credit card (automatic),60.23,3093.03,No
2707-DEOSW,Male,1,No,No,64,Yes,DSL,Two year,Electronic check,64.24,4126.78,No
8176-OMEFO,Female,1,No,No,56,Yes,Fiber optic,Two year,Credit card (automatic),91.82,5103.47,No
4678-FUBVG,Male,0,No,No,30,Yes,DSL,Month-to-month,Electronic check,59.82,1785.18,Yes
9731-EEZYV,Female,0,No,No,22,Yes,No,Month-to-month,Credit card (automatic),20.57,456.86,No
5328-XNCOR,Female,0,Yes,Yes,50,Yes,DSL,Two year,Credit card (automatic),55.59,2799.36,No
8645-KLEND,Male,1,No,Yes,26,Yes,Fiber optic,One year,Mailed check,92.23,2411.05,No
9989-NUFKR,Male,0,No,No,0,Yes,Fiber optic,One year,Bank transfer (automatic),101.2, ,No
1517-ZYSYO,Male,1,Yes,Yes,19,Yes,DSL,Month-to-month,Mailed check,61.36,1160.41,No
5801-TPNWF,Female,0,No,No,6,Yes,No,Month-to-month,Credit card (automatic),24.02,144.9,Yes
2247-BXVQD,Female,1,Yes,Yes,23,Yes,No,One year,Bank transfer (automatic),23.01,526.54,No
4812-MQDPY,Female,1,Yes,No,15,Yes,DSL,Month-to-month,Electronic check,58.24,874.41,Yes
3340-KBRXD,Female,0,Yes,Yes,51,Yes,No,One year,Mailed check,22.95,1181.25,No
1166-SJNAE,Female,1,No,No,54,Yes,No,Two year,Mailed check,23.64,1273.92,No
7498-RZISW,Male,0,Yes,Yes,53,Yes,Fiber optic,Two year,Bank transfer (automatic),103.63,5483.3,No
7166-LPQUD,Female,1,No,No,2,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),88.6,176.1,No
2307-EIXRP,Male,0,Yes,Yes,65,Yes,Fiber optic,Two year,Bank transfer (automatic),97.25,6326.82,Yes
0583-SHJBQ,Female,0,No,No,39,Yes,No,One year,Mailed check,20.62,796.38,No
5693-FLVTN,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),93.51,928.04,Yes
9557-RXYBF,Female,0,Yes,Yes,1,Yes,No,Month-to-month,Electronic check,21.48,21.32,Yes
9447-HYLVG,Male,1,No,No,26,Yes,No,One year,Credit card (automatic),22.13,579.49,No
6674-PPUUE,Female,0,Yes,Yes,53,Yes,DSL,Two year,Mailed check,68.54,3624.94,No
8777-ZTYLU,Female,0,No,No,19,Yes,Fiber optic,Month-to-month,Credit card (automatic),88.2,1675.03,No
7745-OVKBF,Female,0,No,No,11,Yes,DSL,Month-to-month,Credit card (automatic),63.28,699.02,No
8842-ZZAYX,Male,0,Yes,Yes,19,Yes,Fiber optic,Month-to-month,Mailed check,99.41,1895.68,Yes
5320-EKJNC,Male,0,No,No,35,Yes,No,Month-to-month,Credit card (automatic),23.97,834.17,No
1395-TWJYU,Male,0,Yes,No,30,Yes,DSL,Month-to-month,Bank transfer (automatic),73.82,2235.03,Yes
9473-PPSNE,Male,0,No,No,39,Yes,Fiber optic,Month-to-month,Electronic check,101.97,3993.37,No
2200-RWUDA,Female,1,No,No,65,Yes,Fiber optic,Two year,Credit card (automatic),87.15,5644.74,No
4909-WMODU,Female,0,Yes,Yes,13,Yes,DSL,Month-to-month,Bank transfer (automatic),62.09,813.25,No
9665-WVETJ,Female,0,No,No,12,Yes,No,Month-to-month,Bank transfer (automatic),21.09,251.59,No
5367-LVOVP,Male,0,No,No,67,Yes,DSL,Two year,Electronic check,55.17,3660.1,No
9791-IAPPC,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Credit card (automatic),94.83,1900.55,Yes
4721-ODYFJ,Female,0,No,No,72,Yes,Fiber optic,Two year,Credit card (automatic),103.93,7547.35,No
9525-KROXX,Male,0,No,No,17,Yes,Fiber optic,Month-to-month,Mailed check,89.4,1524.43,Yes
7646-XVCFV,Male,1,Yes,No,20,Yes,Fiber optic,One year,Bank transfer (automatic),93.34,1857.68,No
0951-UTKMM,Female,0,Yes,No,3,Yes,DSL,Month-to-month,Electronic check,58.97,176.52,Yes
8704-QDCGX,Male,0,Yes,No,38,Yes,DSL,One year,Bank transfer (automatic),65.11,2495.51,No
2959-XRMOO,Male,0,No,No,19,Yes,DSL,Month-to-month,Credit card (automatic),67.33,1282.06,No
1548-FPABV,Female,0,Yes,No,55,Yes,DSL,Two year,Bank transfer (automatic),61.77,3391.96,No
3688-JCLPP,Female,0,Yes,No,22,Yes,Fiber optic,Month-to-month,Electronic check,104.91,2306.77,No
5589-FEHWL,Male,0,No,No,15,Yes,DSL,One year,Mailed check,63.67,957.12,No
3528-OQTPD,Male,0,Yes,Yes,62,Yes,Fiber optic,Two year,Bank transfer (automatic),98.16,6128.58,No
6455-BOVEQ,Female,1,Yes,No,17,Yes,No,Month-to-month,Credit card (automatic),22.73,384.99,No
5058-DUAKQ,Female,1,No,No,11,Yes,No,Month-to-month,Credit card (automatic),22.74,249.52,No
4653-HHJOO,Male,0,No,No,13,Yes,No,Month-to-month,Mailed check,22.15,287.96,No
1502-GPJGR,Male,0,No,Yes,52,Yes,No,Two year,Credit card (automatic),20.02,1033.35,No
9796-FTCIL,Male,0,No,No,43,Yes,Fiber optic,One year,Mailed check,97.12,4166.88,No
9788-LQOZJ,Male,0,No,No,46,Yes,Fiber optic,Month-to-month,Credit card (automatic),91.6,4176.9,Yes
9525-PIPPP,Male,0,Yes,Yes,6,Yes,DSL,Month-to-month,Electronic check,69.64,421.41,No
8755-PSVRH,Female,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Credit card (automatic),103.49,102.93,Yes
5405-XSCSH,Male,0,Yes,Yes,25,Yes,DSL,Month-to-month,Mailed check,54.71,1360.83,No
0653-GLZGW,Male,0,No,No,62,Yes,DSL,Two year,Electronic check,62.59,3887.91,No
8787-YUKUP,Female,0,No,No,19,Yes,No,Month-to-month,Mailed check,24.06,460.5,No
6097-VSPQZ,Male,0,Yes,No,44,No,No,One year,Mailed check,20.23,891.91,No
9010-OTHWF,Female,0,Yes,Yes,6,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),101.77,609.71,Yes
7753-SRYXZ,Male,0,No,No,50,Yes,No,One year,Bank transfer (automatic),20.17,998.56,No
5380-LGXMK,Male,1,Yes,No,48,Yes,DSL,Two year,Mailed check,58.73,2838.89,No
6721-YERDK,Male,0,No,No,60,Yes,No,Two year,Electronic check,23.85,1424.96,No
9241-HPDPH,Female,0,No,No,51,Yes,DSL,One year,Bank transfer (automatic),60.2,3081.47,No
6816-OFGRM,Male,0,No,Yes,13,Yes,Fiber optic,Month-to-month,Mailed check,96.22,1256.74,No
5410-KXYUV,Male,0,Yes,Yes,1,Yes,No,Month-to-month,Electronic check,22.67,22.45,No
5587-EGKPQ,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,87.14,87.64,Yes
4931-MMAQV,Female,0,Yes,Yes,19,Yes,Fiber optic,One year,Bank transfer (automatic),96.01,1807.59,Yes
4584-BURSE,Female,0,Yes,Yes,61,Yes,Fiber optic,Two year,Bank transfer (automatic),100.17,6125.5,No
5803-ZUMGR,Female,0,No,No,8,No,DSL,Month-to-month,Mailed check,62.11,494.25,Yes
4244-UUZTU,Male,0,Yes,No,8,No,No,Month-to-month,Credit card (automatic),20.09,160.71,Yes
5140-VSMDX,Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,109.24,108.63,Yes
8469-DVFRD,Male,1,No,No,10,Yes,DSL,Month-to-month,Bank transfer (automatic),52.79,524.93,Yes
7698-OMFYF,Male,0,No,No,17,Yes,No,Month-to-month,Electronic check,23.92,406.37,Yes
3157-DNBIF,Male,0,Yes,Yes,56,Yes,DSL,Two year,Bank transfer (automatic),71.2,4008.42,No
6445-VVQXU,Female,0,No,No,25,Yes,DSL,Month-to-month,Credit card (automatic),70.88,1774.05,Yes
8762-ATGZR,Female,0,No,No,36,Yes,Fiber optic,One year,Credit card (automatic),85.06,3048.77,No
4644-AZFNW,Female,0,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Electronic check,103.0,819.18,Yes
1551-ASVLI,Female,0,No,No,56,No,No,Two year,Bank transfer (automatic),23.19,1302.46,No
2072-PCEMG,Female,0,Yes,No,15,Yes,DSL,Month-to-month,Mailed check,60.17,901.67,Yes
6277-XNOJN,Male,0,Yes,No,67,Yes,No,Two year,Bank transfer (automatic),22.29,1495.93,No
9449-TGZCG,Male,0,No,No,58,Yes,DSL,Two year,Bank transfer (automatic),72.75,4196.71,No
7832-BGCMD,Female,0,No,No,4,Yes,DSL,Month-to-month,Bank transfer (automatic),52.55,211.44,No
1801-MMIRA,Female,0,Yes,No,66,Yes,No,Two year,Bank transfer (automatic),23.69,1577.77,No
5439-PRDLP,Female,0,Yes,No,38,Yes,Fiber optic,One year,Credit card (automatic),86.49,3256.24,Yes
2247-RUTEE,Male,1,Yes,No,65,Yes,Fiber optic,Two year,Electronic check,88.13,5731.81,Yes
5799-PUAME,Female,1,No,No,10,No,DSL,Month-to-month,Electronic check,60.47,607.88,Yes
2140-OHPGB,Male,1,No,No,47,Yes,Fiber optic,One year,Credit card (automatic),106.14,4956.36,No
7024-PJQKU,Male,0,Yes,Yes,5,Yes,DSL,Month-to-month,Mailed check,53.82,267.34,No
2540-DJSVV,Female,0,No,No,52,Yes,Fiber optic,Two year,Bank transfer (automatic),104.69,5454.78,No
0079-FXIYN,Female,0,Yes,Yes,24,No,No,Month-to-month,Credit card (automatic),21.22,507.86,Yes
7709-SBXGD,Male,0,Yes,No,5,Yes,No,Month-to-month,Mailed check,20.01,99.47,Yes
5696-IADBC,Male,0,Yes,No,22,Yes,Fiber optic,One year,Mailed check,103.58,2290.63,No
3316-DJBRE,Female,1,Yes,Yes,33,Yes,DSL,One year,Electronic check,58.36,1929.88,No
5081-TWAAY,Male,0,No,No,8,Yes,Fiber optic,Month-to-month,Electronic check,99.95,799.15,Yes
5241-HUAEW,Female,0,No,No,10,Yes,DSL,Month-to-month,Mailed check,57.37,579.06,Yes
7774-CVJSB,Male,0,No,No,31,Yes,No,Month-to-month,Credit card (automatic),24.24,754.36,No
5261-KQOQT,Female,0,Yes,Yes,52,Yes,DSL,Two year,Bank transfer (automatic),53.93,2832.07,No
6731-VGOCX,Male,0,No,Yes,48,Yes,Fiber optic,Two year,Bank transfer (automatic),107.62,5181.74,No
7034-ADUZC,Male,0,Yes,Yes,4,Yes,No,Month-to-month,Mailed check,20.63,82.57,No
8172-AHKPS,Male,0,No,No,18,Yes,No,Month-to-month,Bank transfer (automatic),24.55,445.04,No
0782-JCDNI,Female,0,Yes,Yes,36,Yes,Fiber optic,One year,Mailed check,88.61,3166.16,No
0642-XCZCN,Male,0,Yes,Yes,62,Yes,Fiber optic,Two year,Mailed check,100.33,6192.98,No
6521-YPJNI,Male,0,Yes,Yes,7,Yes,No,Month-to-month,Electronic check,24.11,167.41,No
7134-UNXZH,Female,0,Yes,No,13,Yes,No,Month-to-month,Credit card (automatic),21.61,278.42,No
8304-DWVKU,Male,0,No,No,5,Yes,No,Month-to-month,Credit card (automatic),24.15,120.14,No
7016-QYLEL,Female,1,No,No,17,Yes,No,Month-to-month,Bank transfer (automatic),20.58,350.71,No
7409-LFSAK,Male,1,No,No,40,Yes,DSL,One year,Electronic check,59.76,2385.46,No
9924-CNUDC,Male,0,Yes,No,59,Yes,Fiber optic,One year,Credit card (automatic),89.44,5278.31,No
9088-XXUBM,Female,1,Yes,Yes,36,Yes,DSL,One year,Electronic check,55.24,1976.13,No
7250-WWGQL,Male,1,Yes,No,50,Yes,DSL,One year,Credit card (automatic),62.42,3101.56,No
7374-FZDVJ,Female,1,No,No,5,Yes,No,Month-to-month,Electronic check,22.54,112.97,No
2505-SEVZK,Female,0,Yes,No,24,Yes,Fiber optic,One year,Mailed check,97.36,2331.75,No
2737-SLOEH,Female,0,Yes,Yes,5,Yes,No,Month-to-month,Mailed check,20.37,100.93,Yes
5350-FIMSI,Male,0,Yes,Yes,64,Yes,DSL,Month-to-month,Bank transfer (automatic),63.09,4068.97,No
7094-GSDHP,Female,0,No,No,15,Yes,DSL,Month-to-month,Electronic check,73.75,1104.57,No
8226-UBQAT,Female,0,No,No,7,Yes,DSL,Month-to-month,Mailed check,63.51,444.07,Yes
7381-DHZGO,Female,0,No,No,9,Yes,Fiber optic,Month-to-month,Electronic check,107.06,954.2,No
5588-EGIRX,Female,0,Yes,No,63,Yes,Fiber optic,Two year,Mailed check,86.45,5471.31,No
7798-YFKQP,Male,0,Yes,No,6,Yes,DSL,Month-to-month,Electronic check,55.41,332.1,Yes
6670-UVWMG,Female,1,Yes,No,42,Yes,No,One year,Mailed check,21.22,895.28,No
4037-PTCOA,Female,0,Yes,Yes,16,Yes,DSL,Month-to-month,Bank transfer (automatic),57.17,915.04,Yes
2162-IOWJE,Male,0,No,No,8,Yes,Fiber optic,Month-to-month,Mailed check,108.63,870.35,Yes
5367-TUDEA,Male,0,Yes,No,49,Yes,DSL,Month-to-month,Bank transfer (automatic),57.84,2806.45,No
1996-RZXII,Male,0,No,No,57,Yes,Fiber optic,One year,Mailed check,91.59,5171.93,No
0515-WVKNP,Male,1,Yes,Yes,52,Yes,No,One year,Electronic check,23.4,1227.14,Yes
3414-BLXUR,Female,0,No,Yes,5,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),92.73,459.07,Yes
0400-JWNIL,Male,0,No,No,33,Yes,DSL,Month-to-month,Electronic check,59.03,1939.5,No
9924-MNEKO,Male,1,Yes,No,46,Yes,No,One year,Electronic check,20.56,951.29,No
2508-VDLSK,Female,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,Credit card (automatic),91.42,6422.92,No
7631-UBWHY,Female,0,Yes,No,1,No,DSL,Month-to-month,Bank transfer (automatic),60.33,60.84,Yes
9645-YUQTY,Female,0,No,Yes,30,Yes,DSL,One year,Mailed check,71.4,2157.59,No
4479-WFYSO,Male,0,Yes,No,56,No,No,Month-to-month,Electronic check,24.96,1408.64,No
4658-IMHZS,Female,0,No,No,60,Yes,Fiber optic,Two year,Credit card (automatic),103.8,6215.21,No
7649-PGOQB,Male,0,Yes,Yes,51,Yes,No,One year,Bank transfer (automatic),22.86,1164.5,No
6660-WTCSD,Female,0,Yes,Yes,8,Yes,DSL,Month-to-month,Credit card (automatic),61.21,493.06,No
8567-KSDAU,Male,0,No,No,26,Yes,No,Month-to-month,Bank transfer (automatic),21.52,562.71,No
7140-LZOOB,Female,0,Yes,No,6,Yes,No,Month-to-month,Bank transfer (automatic),23.11,138.54,Yes
5637-IIXRI,Male,0,No,No,28,Yes,Fiber optic,One year,Bank transfer (automatic),90.26,2536.88,No
0509-KGYAV,Male,1,No,No,43,Yes,Fiber optic,One year,Credit card (automatic),101.81,4339.32,No
9426-MAHNN,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),89.91,267.28,No
9616-LHPPY,Male,0,No,No,10,No,No,Month-to-month,Mailed check,20.56,207.43,No
5072-KTFLB,Female,0,Yes,Yes,40,Yes,DSL,One year,Electronic check,51.34,2033.93,Yes
3490-EGYPJ,Female,0,No,No,46,Yes,No,One year,Credit card (automatic),20.02,924.1,No
9911-UWFSJ,Male,0,Yes,Yes,61,No,DSL,Two year,Bank transfer (automatic),56.58,3457.6,No
1203-HSXBL,Male,0,No,No,4,Yes,DSL,Month-to-month,Mailed check,63.94,256.89,Yes
4288-JMHPX,Male,0,No,Yes,50,Yes,Fiber optic,Month-to-month,Electronic check,104.76,5289.9,No
1625-BKLGF,Male,0,Yes,Yes,65,Yes,DSL,Two year,Mailed check,67.27,4363.33,No
7793-XQVQS,Male,0,Yes,No,71,Yes,Fiber optic,Two year,Credit card (automatic),91.43,6545.97,Yes
4076-WZFTM,Male,0,No,No,4,Yes,DSL,Month-to-month,Bank transfer (automatic),57.14,226.63,No
7191-ETYZI,Female,0,Yes,Yes,53,Yes,DSL,Two year,Credit card (automatic),57.28,3018.96,No
0193-LGCVC,Female,0,No,No,11,Yes,DSL,Month-to-month,Electronic check,61.93,684.28,No
7493-COLNA,Male,0,Yes,Yes,72,Yes,Fiber optic,Month-to-month,Mailed check,90.33,6469.43,No
0101-VJSFN,Female,1,Yes,No,32,Yes,DSL,Month-to-month,Mailed check,60.4,1933.74,Yes
9660-FUKCI,Female,0,Yes,No,57,Yes,DSL,Two year,Electronic check,73.07,4171.0,No
6027-MTYGZ,Male,0,No,No,30,Yes,No,One year,Bank transfer (automatic),24.21,724.5,No
5042-FJMIY,Female,0,No,No,38,Yes,Fiber optic,One year,Bank transfer (automatic),93.44,3577.69,No
2771-ZDJRR,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Credit card (automatic),93.85,92.99,Yes
7865-BIIXJ,Female,0,No,No,48,Yes,No,One year,Bank transfer (automatic),22.69,1096.7,No
1378-VNYFN,Male,0,No,Yes,1,Yes,DSL,Month-to-month,Electronic check,57.37,57.31,Yes
8170-BNRCI,Female,0,No,No,63,Yes,Fiber optic,Two year,Electronic check,103.43,6491.71,Yes
7150-AZPNA,Female,0,No,No,66,Yes,Fiber optic,Two year,Bank transfer (automatic),107.81,7069.78,No
5576-DQUNP,Male,0,No,No,2,Yes,DSL,Month-to-month,Mailed check,63.83,127.15,No
4309-ZEDLF,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Electronic check,104.63,421.83,Yes
1205-SSZIZ,Male,0,No,No,41,Yes,DSL,Two year,Credit card (automatic),63.3,2574.33,No
8802-LPVBZ,Female,0,Yes,No,37,Yes,Fiber optic,One year,Bank transfer (automatic),108.18,4033.48,No
5167-MYCNW,Male,1,No,No,60,Yes,DSL,Two year,Electronic check,59.64,3552.12,No
6873-EZBTE,Female,0,No,No,57,Yes,No,Two year,Credit card (automatic),24.0,1376.74,No
8718-GUJDY,Female,0,Yes,Yes,6,No,DSL,Month-to-month,Mailed check,71.29,431.63,No
4603-WZKUW,Male,1,No,No,17,Yes,Fiber optic,Month-to-month,Electronic check,100.6,1702.83,Yes
9058-HBIPA,Female,0,Yes,Yes,6,Yes,No,Month-to-month,Electronic check,24.72,147.79,No
0198-KPKJP,Female,0,Yes,No,7,Yes,No,Month-to-month,Electronic check,21.63,151.24,Yes
3205-WERLC,Male,0,Yes,Yes,13,Yes,DSL,Month-to-month,Electronic check,67.99,878.71,No
1841-QALXC,Male,1,Yes,No,65,Yes,No,Two year,Mailed check,23.02,1487.81,No
7692-ZYMRS,Male,0,No,No,18,Yes,DSL,Month-to-month,Credit card (automatic),65.07,1182.48,No
3607-CEJDG,Male,0,No,No,7,Yes,DSL,Month-to-month,Credit card (automatic),72.34,507.18,No
6436-LVWGC,Male,0,No,No,47,Yes,DSL,One year,Bank transfer (automatic),59.2,2809.79,No
6318-OTRSP,Male,0,Yes,No,34,Yes,No,One year,Electronic check,23.79,811.47,No
2509-XWVEP,Female,0,Yes,No,56,Yes,Fiber optic,Month-to-month,Credit card (automatic),97.88,5430.86,No
2602-OKPXQ,Male,0,Yes,Yes,4,Yes,DSL,Month-to-month,Mailed check,71.08,282.62,No
0970-CTZSR,Female,0,No,Yes,35,No,DSL,One year,Credit card (automatic),52.61,1853.85,No
8281-NRSMA,Female,0,No,No,1,Yes,DSL,Month-to-month,Bank transfer (automatic),63.61,63.45,No
0681-VOTEF,Male,1,No,No,1,Yes,DSL,Month-to-month,Bank transfer (automatic),65.45,65.95,Yes
8789-BZIRH,Female,0,No,No,57,Yes,DSL,Two year,Mailed check,54.57,3083.75,No
0666-JBKUT,Male,0,No,No,14,Yes,DSL,Month-to-month,Mailed check,61.13,863.05,No
5371-ENXQQ,Male,1,Yes,Yes,56,Yes,No,Two year,Mailed check,23.67,1331.2,No
2175-MEIPT,Male,0,No,No,59,Yes,No,Two year,Bank transfer (automatic),24.04,1422.59,No
6620-QJAOQ,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Credit card (automatic),88.47,176.98,Yes
6525-KVJEI,Male,0,No,No,3,No,DSL,Month-to-month,Credit card (automatic),53.38,160.05,Yes
6015-YIDHQ,Female,0,Yes,No,0,Yes,DSL,Two year,Mailed check,74.73, ,No
8986-EELUI,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),94.32,1040.45,Yes
4371-WJYSF,Male,1,Yes,No,10,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),95.31,959.87,Yes
0961-JTZBS,Female,1,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Mailed check,108.39,2684.75,Yes
8462-UXPXJ,Female,0,Yes,No,25,Yes,Fiber optic,Month-to-month,Mailed check,102.16,2531.35,No
3216-MLYMS,Female,1,No,Yes,25,Yes,DSL,Month-to-month,Electronic check,70.34,1748.42,No
0250-ANIFE,Male,0,No,No,68,Yes,DSL,Two year,Bank transfer (automatic),72.94,4916.36,No
3477-VICCN,Female,1,No,No,72,Yes,Fiber optic,Two year,Credit card (automatic),93.98,6823.81,No
2041-VLKFZ,Female,0,Yes,No,5,Yes,DSL,Month-to-month,Credit card (automatic),65.08,325.13,Yes
4332-SWJLV,Male,0,No,No,49,Yes,No,One year,Mailed check,22.4,1101.15,No
9067-UZVCA,Female,0,No,No,3,Yes,DSL,Month-to-month,Bank transfer (automatic),51.65,153.81,Yes
2658-LTPYB,Female,0,Yes,Yes,38,Yes,No,One year,Mailed check,23.72,897.11,No
