Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount,Sales,Cost,Profit
ITEM-102053,ORD-11060,PROD-1451,2,365.6,0.1,658.08,457.57,200.51
ITEM-102054,ORD-11060,PROD-1469,3,262.85,0.15,670.27,650.33,19.94
ITEM-102055,ORD-11061,PROD-1269,3,384.65,0.0,1153.95,716.07,437.88
ITEM-102056,ORD-11062,PROD-1468,2,675.18,0.15,1147.81,1019.48,128.33
ITEM-102057,ORD-11062,PROD-1205,2,443.4,0.2,709.44,613.78,95.66
ITEM-102058,ORD-11062,PROD-1450,4,209.92,0.0,839.68,649.4,190.28
ITEM-102059,ORD-11062,PROD-1360,2,256.6,0.1,461.88,328.28,133.6
ITEM-102060,ORD-11063,PROD-1418,2,421.56,0.15,716.65,654.03,62.62
ITEM-102061,ORD-11063,PROD-1137,3,88.99,0.4,160.18,149.56,10.62
ITEM-102062,ORD-11063,PROD-1190,2,94.67,0.0,189.34,134.27,55.07
ITEM-102063,ORD-11064,PROD-1139,1,82.45,0.0,82.45,58.61,23.84
ITEM-102064,ORD-11064,PROD-1468,2,675.18,0.4,810.22,1019.48,-209.26
ITEM-102065,ORD-11064,PROD-1406,2,348.28,0.2,557.25,523.22,34.03
ITEM-102066,ORD-11064,PROD-1028,2,639.64,0.0,1279.28,895.5,383.78
ITEM-102067,ORD-11065,PROD-1309,2,769.44,0.1,1384.99,1020.14,364.85
ITEM-102068,ORD-11066,PROD-1164,1,776.23,0.0,776.23,616.9,159.33
ITEM-102069,ORD-11067,PROD-1138,2,290.38,0.0,580.76,484.86,95.9
ITEM-102070,ORD-11068,PROD-1352,2,41.69,0.0,83.38,67.0,16.38
ITEM-102071,ORD-11068,PROD-1471,3,772.45,0.0,2317.35,1554.81,762.54
ITEM-102072,ORD-11068,PROD-1465,2,200.15,0.4,240.18,217.18,23.0
ITEM-102073,ORD-11069,PROD-1255,4,395.07,0.0,1580.28,1284.92,295.36
ITEM-102074,ORD-11070,PROD-1074,2,43.83,0.0,87.66,48.22,39.44
ITEM-102075,ORD-11070,PROD-1105,4,570.04,0.2,1824.13,1581.28,242.85
ITEM-102076,ORD-11070,PROD-1076,2,51.44,0.0,102.88,56.58,46.3
ITEM-102077,ORD-11071,PROD-1352,3,41.69,0.4,75.04,108.54,-33.5
ITEM-102078,ORD-11071,PROD-1015,3,47.13,0.2,113.11,83.98,29.13
ITEM-102079,ORD-11071,PROD-1460,4,768.26,0.15,2612.08,2214.99,397.09
ITEM-102080,ORD-11071,PROD-1026,2,1386.65,0.4,1663.98,2096.63,-432.65
ITEM-102081,ORD-11072,PROD-1432,2,702.12,0.0,1404.24,905.73,498.51
ITEM-102082,ORD-11072,PROD-1370,2,323.93,0.0,647.86,467.36,180.5
ITEM-102083,ORD-11073,PROD-1111,1,110.38,0.0,110.38,75.37,35.01
ITEM-102084,ORD-11073,PROD-1119,2,47.7,0.0,95.4,66.6,28.8
ITEM-102085,ORD-11073,PROD-1459,4,18.24,0.05,69.31,43.0,26.31
ITEM-102086,ORD-11073,PROD-1486,2,56.26,0.0,112.52,69.42,43.1
ITEM-102087,ORD-11074,PROD-1479,1,609.35,0.3,426.54,449.35,-22.81
ITEM-102088,ORD-11074,PROD-1150,1,548.02,0.15,465.82,319.57,146.25
ITEM-102089,ORD-11075,PROD-1428,1,257.84,0.0,257.84,183.64,74.2
ITEM-102090,ORD-11076,PROD-1266,1,492.22,0.0,492.22,442.42,49.8
ITEM-102091,ORD-11077,PROD-1360,1,256.6,0.1,230.94,164.14,66.8
ITEM-102092,ORD-11077,PROD-1045,4,140.25,0.2,448.8,460.0,-11.2
ITEM-102093,ORD-11078,PROD-1008,2,1152.5,0.3,1613.5,1742.58,-129.08
ITEM-102094,ORD-11079,PROD-1421,3,750.2,0.15,1913.01,1686.45,226.56
ITEM-102095,ORD-11080,PROD-1206,3,79.42,0.0,238.26,130.71,107.55
ITEM-102096,ORD-11080,PROD-1458,2,243.4,0.1,438.12,374.46,63.66
ITEM-102097,ORD-11080,PROD-1150,1,548.02,0.0,548.02,319.57,228.45
ITEM-102098,ORD-11080,PROD-1066,2,42.3,0.1,76.14,46.52,29.62
ITEM-102099,ORD-11081,PROD-1460,2,768.26,0.2,1229.22,1025.46,203.76
ITEM-102100,ORD-11081,PROD-1341,3,51.06,0.0,153.18,105.6,47.58
ITEM-102101,ORD-11081,PROD-1023,1,538.62,0.0,538.62,377.03,161.59
ITEM-102102,ORD-11082,PROD-1397,2,305.07,0.3,427.1,417.5,9.6
ITEM-102103,ORD-11082,PROD-1364,3,474.43,0.2,1138.63,1184.19,-45.56
ITEM-102104,ORD-11082,PROD-1147,2,623.95,0.15,1060.72,867.84,192.88
ITEM-102105,ORD-11083,PROD-1004,3,444.99,0.0,1334.97,934.47,400.5
ITEM-102106,ORD-11084,PROD-1132,4,340.18,0.0,1360.72,1141.16,219.56
ITEM-102107,ORD-11084,PROD-1268,2,678.66,0.15,1153.72,1132.46,21.26
ITEM-102108,ORD-11084,PROD-1185,1,553.35,0.0,553.35,375.77,177.58
ITEM-102109,ORD-11084,PROD-1026,3,1386.65,0.2,3327.96,2911.98,415.98
ITEM-102110,ORD-11085,PROD-1215,3,290.74,0.05,828.61,555.63,272.98
ITEM-102111,ORD-11086,PROD-1278,2,162.15,0.0,324.3,189.26,135.04
ITEM-102112,ORD-11086,PROD-1186,1,228.73,0.4,137.24,193.22,-55.98
ITEM-102113,ORD-11086,PROD-1351,4,678.53,0.0,2714.12,2110.71,603.41
ITEM-102114,ORD-11087,PROD-1097,2,465.75,0.15,791.78,626.32,165.46
ITEM-102115,ORD-11088,PROD-1364,1,474.43,0.0,474.43,394.73,79.7
ITEM-102116,ORD-11089,PROD-1239,2,323.88,0.0,647.76,420.64,227.12
ITEM-102117,ORD-11090,PROD-1199,2,775.88,0.0,1551.76,1245.96,305.8
ITEM-102118,ORD-11090,PROD-1257,2,182.24,0.0,364.48,264.52,99.96
ITEM-102119,ORD-11090,PROD-1298,1,559.86,0.0,559.86,310.09,249.77
ITEM-102120,ORD-11091,PROD-1388,1,388.55,0.0,388.55,197.76,190.79
ITEM-102121,ORD-11092,PROD-1114,1,325.07,0.1,292.56,211.86,80.7
ITEM-102122,ORD-11093,PROD-1041,1,232.61,0.3,162.83,190.74,-27.91
ITEM-102123,ORD-11093,PROD-1456,1,156.3,0.05,148.49,87.67,60.82
ITEM-102124,ORD-11094,PROD-1458,2,243.4,0.0,486.8,374.46,112.34
ITEM-102125,ORD-11094,PROD-1326,1,178.35,0.2,142.68,91.12,51.56
ITEM-102126,ORD-11095,PROD-1239,1,323.88,0.0,323.88,210.32,113.56
ITEM-102127,ORD-11095,PROD-1424,1,655.79,0.0,655.79,415.26,240.53
ITEM-102128,ORD-11096,PROD-1436,2,122.38,0.0,244.76,143.4,101.36
ITEM-102129,ORD-11096,PROD-1149,1,54.48,0.15,46.31,31.87,14.44
ITEM-102130,ORD-11096,PROD-1007,1,275.73,0.2,220.58,208.45,12.13
ITEM-102131,ORD-11097,PROD-1310,2,657.76,0.0,1315.52,763.02,552.5
ITEM-102132,ORD-11097,PROD-1400,2,626.62,0.0,1253.24,747.16,506.08
ITEM-102133,ORD-11098,PROD-1422,4,484.47,0.0,1937.88,1318.72,619.16
ITEM-102134,ORD-11099,PROD-1300,5,703.19,0.0,3515.95,2084.8,1431.15
ITEM-102135,ORD-11100,PROD-1410,1,63.41,0.2,50.73,53.43,-2.7
ITEM-102136,ORD-11100,PROD-1302,1,590.82,0.3,413.57,381.89,31.68
ITEM-102137,ORD-11100,PROD-1155,2,505.77,0.4,606.92,769.65,-162.73
ITEM-102138,ORD-11100,PROD-1072,2,53.0,0.4,63.6,62.96,0.64
ITEM-102139,ORD-11101,PROD-1175,1,442.48,0.0,442.48,291.07,151.41
ITEM-102140,ORD-11101,PROD-1217,3,120.02,0.0,360.06,280.08,79.98
ITEM-102141,ORD-11101,PROD-1413,1,796.43,0.1,716.79,522.64,194.15
ITEM-102142,ORD-11102,PROD-1493,2,561.16,0.3,785.62,1000.43,-214.81
ITEM-102143,ORD-11102,PROD-1028,1,639.64,0.0,639.64,483.57,156.07
ITEM-102144,ORD-11103,PROD-1238,1,432.71,0.1,389.44,244.29,145.15
ITEM-102145,ORD-11104,PROD-1444,2,768.07,0.1,1382.53,1112.79,269.74
ITEM-102146,ORD-11105,PROD-1026,3,1386.65,0.2,3327.96,3144.94,183.02
ITEM-102147,ORD-11106,PROD-1345,2,205.21,0.1,369.38,228.12,141.26
ITEM-102148,ORD-11107,PROD-1359,4,416.71,0.15,1416.81,1043.0,373.81
ITEM-102149,ORD-11108,PROD-1195,1,489.97,0.2,391.98,286.89,105.09
ITEM-102150,ORD-11108,PROD-1297,3,795.98,0.05,2268.54,1339.32,929.22
ITEM-102151,ORD-11109,PROD-1116,2,55.97,0.0,111.94,99.17,12.77
ITEM-102152,ORD-11109,PROD-1106,2,212.4,0.1,382.32,327.59,54.73
ITEM-102153,ORD-11110,PROD-1215,1,290.74,0.0,290.74,185.21,105.53
ITEM-102154,ORD-11111,PROD-1152,5,782.54,0.3,2738.89,2717.75,21.14
ITEM-102155,ORD-11111,PROD-1129,1,84.61,0.0,84.61,62.53,22.08
ITEM-102156,ORD-11112,PROD-1281,1,390.04,0.05,370.54,315.83,54.71
ITEM-102157,ORD-11113,PROD-1167,1,583.64,0.1,525.28,446.47,78.81
ITEM-102158,ORD-11113,PROD-1242,3,326.6,0.0,979.8,681.81,297.99
ITEM-102159,ORD-11113,PROD-1405,1,790.35,0.2,632.28,432.92,199.36
ITEM-102160,ORD-11113,PROD-1397,4,305.07,0.4,732.17,835.0,-102.83
ITEM-102161,ORD-11114,PROD-1049,1,69.54,0.0,69.54,38.25,31.29
ITEM-102162,ORD-11114,PROD-1064,1,30.12,0.05,28.61,16.57,12.04
ITEM-102163,ORD-11115,PROD-1489,3,482.6,0.0,1447.8,1096.68,351.12
ITEM-102164,ORD-11115,PROD-1087,1,190.55,0.0,190.55,106.94,83.61
ITEM-102165,ORD-11115,PROD-1312,4,497.37,0.0,1989.48,1677.96,311.52
ITEM-102166,ORD-11115,PROD-1018,2,103.89,0.0,207.78,114.28,93.5
ITEM-102167,ORD-11116,PROD-1249,3,241.59,0.2,579.82,636.95,-57.13
ITEM-102168,ORD-11117,PROD-1316,2,141.44,0.0,282.88,235.2,47.68
ITEM-102169,ORD-11117,PROD-1189,1,209.43,0.15,178.02,169.56,8.46
ITEM-102170,ORD-11117,PROD-1397,1,305.07,0.0,305.07,225.45,79.62
ITEM-102171,ORD-11117,PROD-1247,1,449.81,0.4,269.89,365.46,-95.57
ITEM-102172,ORD-11118,PROD-1453,4,40.04,0.0,160.16,131.67,28.49
ITEM-102173,ORD-11119,PROD-1155,2,505.77,0.0,1011.54,712.64,298.9
ITEM-102174,ORD-11119,PROD-1331,1,205.56,0.0,205.56,142.96,62.6
ITEM-102175,ORD-11120,PROD-1204,1,263.31,0.1,236.98,186.39,50.59
ITEM-102176,ORD-11121,PROD-1150,2,548.02,0.0,1096.04,639.14,456.9
ITEM-102177,ORD-11122,PROD-1119,2,47.7,0.1,85.86,71.93,13.93
ITEM-102178,ORD-11123,PROD-1442,4,610.63,0.2,1954.02,1338.48,615.54
ITEM-102179,ORD-11124,PROD-1392,5,388.55,0.0,1942.75,1103.65,839.1
ITEM-102180,ORD-11124,PROD-1440,1,425.15,0.05,403.89,284.24,119.65
ITEM-102181,ORD-11125,PROD-1229,1,366.16,0.0,366.16,197.59,168.57
ITEM-102182,ORD-11126,PROD-1473,2,84.07,0.4,100.88,127.48,-26.6
ITEM-102183,ORD-11126,PROD-1170,1,421.04,0.1,378.94,350.28,28.66
ITEM-102184,ORD-11127,PROD-1417,2,779.59,0.4,935.51,853.76,81.75
ITEM-102185,ORD-11128,PROD-1498,4,113.77,0.4,273.05,291.08,-18.03
ITEM-102186,ORD-11129,PROD-1053,2,65.11,0.15,110.69,71.62,39.07
ITEM-102187,ORD-11130,PROD-1172,4,115.87,0.05,440.31,236.4,203.91
ITEM-102188,ORD-11131,PROD-1386,2,21.59,0.15,36.7,32.9,3.8
ITEM-102189,ORD-11131,PROD-1175,2,442.48,0.15,752.22,628.71,123.51
ITEM-102190,ORD-11131,PROD-1262,2,535.38,0.3,749.53,649.19,100.34
ITEM-102191,ORD-11132,PROD-1031,1,313.87,0.3,219.71,257.37,-37.66
ITEM-102192,ORD-11132,PROD-1293,4,723.94,0.3,2027.03,2450.44,-423.41
ITEM-102193,ORD-11133,PROD-1144,5,323.35,0.0,1616.75,1418.09,198.66
ITEM-102194,ORD-11134,PROD-1402,5,142.73,0.1,642.28,540.9,101.38
ITEM-102195,ORD-11134,PROD-1140,3,757.49,0.0,2272.47,1757.64,514.83
ITEM-102196,ORD-11135,PROD-1357,1,197.66,0.15,168.01,179.31,-11.3
ITEM-102197,ORD-11135,PROD-1077,1,34.2,0.15,29.07,20.31,8.76
ITEM-102198,ORD-11135,PROD-1056,4,41.15,0.2,131.68,97.76,33.92
ITEM-102199,ORD-11135,PROD-1017,4,73.13,0.2,234.02,173.75,60.27
ITEM-102200,ORD-11136,PROD-1074,2,43.83,0.4,52.6,52.08,0.52
ITEM-102201,ORD-11136,PROD-1039,2,118.77,0.0,237.54,210.36,27.18
ITEM-102202,ORD-11137,PROD-1343,1,446.87,0.0,446.87,342.23,104.64
ITEM-102203,ORD-11137,PROD-1028,1,639.64,0.0,639.64,483.57,156.07
ITEM-102204,ORD-11137,PROD-1255,3,395.07,0.3,829.65,1040.79,-211.14
ITEM-102205,ORD-11138,PROD-1120,3,280.08,0.0,840.24,447.12,393.12
ITEM-102206,ORD-11138,PROD-1298,4,559.86,0.05,2127.47,1240.36,887.11
ITEM-102207,ORD-11139,PROD-1127,2,441.04,0.1,793.87,790.24,3.63
ITEM-102208,ORD-11140,PROD-1229,1,366.16,0.0,366.16,213.4,152.76
ITEM-102209,ORD-11141,PROD-1481,2,478.51,0.0,957.02,609.66,347.36
ITEM-102210,ORD-11142,PROD-1363,5,364.53,0.0,1822.65,1445.42,377.23
ITEM-102211,ORD-11143,PROD-1083,1,263.42,0.15,223.91,148.91,75.0
ITEM-102212,ORD-11144,PROD-1351,3,678.53,0.0,2035.59,1465.77,569.82
ITEM-102213,ORD-11145,PROD-1089,4,510.15,0.0,2040.6,1262.44,778.16
ITEM-102214,ORD-11145,PROD-1202,4,265.71,0.1,956.56,689.68,266.88
ITEM-102215,ORD-11146,PROD-1246,3,480.09,0.0,1440.27,962.44,477.83
ITEM-102216,ORD-11147,PROD-1254,2,242.63,0.0,485.26,403.72,81.54
ITEM-102217,ORD-11148,PROD-1488,1,269.27,0.0,269.27,175.54,93.73
ITEM-102218,ORD-11148,PROD-1008,1,1152.5,0.2,922.0,806.75,115.25
ITEM-102219,ORD-11149,PROD-1368,3,749.92,0.1,2024.78,1248.34,776.44
ITEM-102220,ORD-11149,PROD-1213,2,549.56,0.3,769.38,781.29,-11.91
ITEM-102221,ORD-11150,PROD-1453,2,40.04,0.15,68.07,65.84,2.23
ITEM-102222,ORD-11151,PROD-1315,1,633.16,0.0,633.16,355.08,278.08
ITEM-102223,ORD-11151,PROD-1410,1,63.41,0.0,63.41,49.47,13.94
ITEM-102224,ORD-11152,PROD-1339,5,554.68,0.3,1941.38,2163.8,-222.42
ITEM-102225,ORD-11153,PROD-1469,1,262.85,0.0,262.85,216.78,46.07
ITEM-102226,ORD-11154,PROD-1241,1,622.67,0.05,591.54,410.12,181.42
ITEM-102227,ORD-11154,PROD-1294,2,523.22,0.15,889.47,745.8,143.67
ITEM-102228,ORD-11155,PROD-1412,1,160.36,0.3,112.25,89.77,22.48
ITEM-102229,ORD-11155,PROD-1273,1,634.11,0.1,570.7,507.95,62.75
ITEM-102230,ORD-11156,PROD-1172,1,115.87,0.05,110.08,59.1,50.98
ITEM-102231,ORD-11156,PROD-1193,3,403.77,0.0,1211.31,642.51,568.8
ITEM-102232,ORD-11157,PROD-1351,2,678.53,0.0,1357.06,977.18,379.88
ITEM-102233,ORD-11157,PROD-1217,2,120.02,0.0,240.04,186.72,53.32
ITEM-102234,ORD-11158,PROD-1430,1,536.38,0.05,509.56,291.05,218.51
ITEM-102235,ORD-11158,PROD-1463,2,277.23,0.4,332.68,457.34,-124.66
ITEM-102236,ORD-11158,PROD-1366,2,567.25,0.0,1134.5,744.5,390.0
ITEM-102237,ORD-11159,PROD-1320,2,10.81,0.0,21.62,12.02,9.6
ITEM-102238,ORD-11159,PROD-1131,2,557.38,0.0,1114.76,693.28,421.48
ITEM-102239,ORD-11159,PROD-1069,3,54.12,0.1,146.12,89.31,56.81
ITEM-102240,ORD-11160,PROD-1074,2,43.83,0.15,74.51,52.08,22.43
ITEM-102241,ORD-11161,PROD-1254,1,242.63,0.2,194.1,201.86,-7.76
ITEM-102242,ORD-11161,PROD-1222,2,394.22,0.0,788.44,507.08,281.36
ITEM-102243,ORD-11162,PROD-1134,3,468.63,0.0,1405.89,1219.99,185.9
ITEM-102244,ORD-11163,PROD-1029,2,375.2,0.15,637.84,615.32,22.52
ITEM-102245,ORD-11163,PROD-1319,1,27.48,0.15,23.36,16.85,6.51
ITEM-102246,ORD-11164,PROD-1495,2,389.92,0.0,779.84,508.7,271.14
ITEM-102247,ORD-11164,PROD-1109,2,269.24,0.0,538.48,298.46,240.02
ITEM-102248,ORD-11165,PROD-1117,1,84.16,0.0,84.16,51.27,32.89
ITEM-102249,ORD-11165,PROD-1331,2,205.56,0.0,411.12,308.79,102.33
ITEM-102250,ORD-11165,PROD-1043,4,490.89,0.15,1669.03,1738.93,-69.9
ITEM-102251,ORD-11166,PROD-1477,1,553.43,0.0,553.43,349.4,204.03
ITEM-102252,ORD-11167,PROD-1330,1,639.26,0.1,575.33,427.37,147.96
ITEM-102253,ORD-11168,PROD-1145,2,194.25,0.05,369.08,273.3,95.78
ITEM-102254,ORD-11168,PROD-1388,1,388.55,0.2,310.84,197.76,113.08
ITEM-102255,ORD-11169,PROD-1473,2,84.07,0.0,168.14,118.04,50.1
ITEM-102256,ORD-11170,PROD-1034,2,282.11,0.2,451.38,499.67,-48.29
ITEM-102257,ORD-11171,PROD-1402,4,142.73,0.1,513.83,467.34,46.49
ITEM-102258,ORD-11171,PROD-1079,1,781.53,0.0,781.53,543.46,238.07
ITEM-102259,ORD-11171,PROD-1098,1,461.88,0.0,461.88,383.59,78.29
ITEM-102260,ORD-11172,PROD-1442,1,610.63,0.4,366.38,361.39,4.99
ITEM-102261,ORD-11172,PROD-1018,1,103.89,0.0,103.89,61.71,42.18
ITEM-102262,ORD-11172,PROD-1474,2,374.63,0.2,599.41,407.25,192.16
ITEM-102263,ORD-11173,PROD-1321,4,90.73,0.1,326.63,313.16,13.47
ITEM-102264,ORD-11174,PROD-1470,2,585.08,0.0,1170.16,629.28,540.88
ITEM-102265,ORD-11174,PROD-1352,2,41.69,0.2,66.7,67.0,-0.3
ITEM-102266,ORD-11175,PROD-1216,2,438.85,0.2,702.16,571.42,130.74
ITEM-102267,ORD-11175,PROD-1213,1,549.56,0.0,549.56,361.71,187.85
ITEM-102268,ORD-11175,PROD-1226,1,212.25,0.15,180.41,160.06,20.35
ITEM-102269,ORD-11175,PROD-1378,2,753.29,0.0,1506.58,1189.28,317.3
ITEM-102270,ORD-11176,PROD-1215,1,290.74,0.0,290.74,185.21,105.53
ITEM-102271,ORD-11176,PROD-1043,3,490.89,0.15,1251.77,1207.59,44.18
ITEM-102272,ORD-11176,PROD-1085,2,519.69,0.0,1039.38,583.12,456.26
ITEM-102273,ORD-11177,PROD-1441,3,771.42,0.15,1967.12,1467.17,499.95
ITEM-102274,ORD-11177,PROD-1301,1,764.96,0.4,458.98,662.36,-203.38
ITEM-102275,ORD-11177,PROD-1333,1,19.18,0.0,19.18,10.89,8.29
ITEM-102276,ORD-11178,PROD-1355,1,176.42,0.4,105.85,136.81,-30.96
ITEM-102277,ORD-11178,PROD-1389,1,325.07,0.0,325.07,246.82,78.25
ITEM-102278,ORD-11178,PROD-1092,2,779.19,0.3,1090.87,1008.76,82.11
ITEM-102279,ORD-11178,PROD-1113,2,114.87,0.0,229.74,208.25,21.49
ITEM-102280,ORD-11179,PROD-1181,3,778.76,0.15,1985.84,1660.35,325.49
ITEM-102281,ORD-11180,PROD-1398,1,708.52,0.0,708.52,443.69,264.83
ITEM-102282,ORD-11180,PROD-1401,3,85.47,0.1,230.77,198.94,31.83
ITEM-102283,ORD-11180,PROD-1162,2,694.19,0.4,833.03,773.45,59.58
ITEM-102284,ORD-11180,PROD-1417,1,779.59,0.1,701.63,426.88,274.75
ITEM-102285,ORD-11181,PROD-1466,1,235.87,0.05,224.08,185.3,38.78
ITEM-102286,ORD-11182,PROD-1457,4,613.85,0.0,2455.4,1455.48,999.92
ITEM-102287,ORD-11182,PROD-1325,2,787.34,0.05,1495.95,1012.94,483.01
ITEM-102288,ORD-11182,PROD-1343,3,446.87,0.0,1340.61,950.64,389.97
ITEM-102289,ORD-11183,PROD-1083,1,263.42,0.0,263.42,148.91,114.51
ITEM-102290,ORD-11183,PROD-1494,2,683.66,0.0,1367.32,791.6,575.72
ITEM-102291,ORD-11184,PROD-1311,2,449.38,0.0,898.76,687.4,211.36
ITEM-102292,ORD-11185,PROD-1190,2,94.67,0.0,189.34,124.32,65.02
ITEM-102293,ORD-11185,PROD-1259,1,653.89,0.3,457.72,440.94,16.78
ITEM-102294,ORD-11185,PROD-1423,2,682.63,0.1,1228.73,782.26,446.47
ITEM-102295,ORD-11186,PROD-1371,3,514.9,0.0,1544.7,1241.58,303.12
ITEM-102296,ORD-11186,PROD-1255,1,395.07,0.0,395.07,321.23,73.84
ITEM-102297,ORD-11186,PROD-1154,1,69.59,0.1,62.63,38.84,23.79
ITEM-102298,ORD-11186,PROD-1152,2,782.54,0.15,1330.32,1087.1,243.22
ITEM-102299,ORD-11187,PROD-1032,1,545.31,0.2,436.25,482.92,-46.67
ITEM-102300,ORD-11187,PROD-1274,1,588.46,0.3,411.92,497.18,-85.26
ITEM-102301,ORD-11187,PROD-1302,3,590.82,0.0,1772.46,1145.66,626.8
ITEM-102302,ORD-11188,PROD-1062,1,39.0,0.1,35.1,21.45,13.65
ITEM-102303,ORD-11189,PROD-1408,4,77.67,0.05,295.15,252.56,42.59
ITEM-102304,ORD-11190,PROD-1306,1,589.79,0.0,589.79,402.5,187.29
ITEM-102305,ORD-11190,PROD-1176,2,691.27,0.0,1382.54,1150.74,231.8
ITEM-102306,ORD-11191,PROD-1209,1,751.29,0.15,638.6,457.16,181.44
ITEM-102307,ORD-11192,PROD-1495,2,389.92,0.0,779.84,508.7,271.14
ITEM-102308,ORD-11193,PROD-1342,2,628.9,0.2,1006.24,898.44,107.8
ITEM-102309,ORD-11194,PROD-1200,1,145.0,0.1,130.5,114.94,15.56
ITEM-102310,ORD-11194,PROD-1176,1,691.27,0.1,622.14,621.4,0.74
ITEM-102311,ORD-11194,PROD-1445,2,368.96,0.3,516.54,634.0,-117.46
ITEM-102312,ORD-11194,PROD-1452,1,93.5,0.1,84.15,85.42,-1.27
ITEM-102313,ORD-11195,PROD-1065,1,107.64,0.0,107.64,59.2,48.44
ITEM-102314,ORD-11195,PROD-1476,1,255.63,0.4,153.38,194.23,-40.85
ITEM-102315,ORD-11195,PROD-1436,3,122.38,0.0,367.14,199.17,167.97
ITEM-102316,ORD-11195,PROD-1054,1,7.92,0.0,7.92,4.36,3.56
ITEM-102317,ORD-11196,PROD-1431,2,193.72,0.3,271.21,204.56,66.65
ITEM-102318,ORD-11197,PROD-1315,1,633.16,0.1,569.84,355.08,214.76
ITEM-102319,ORD-11197,PROD-1458,1,243.4,0.1,219.06,187.23,31.83
ITEM-102320,ORD-11198,PROD-1080,2,511.14,0.0,1022.28,754.7,267.58
ITEM-102321,ORD-11199,PROD-1351,1,678.53,0.1,610.68,488.59,122.09
ITEM-102322,ORD-11200,PROD-1305,2,661.5,0.15,1124.55,822.56,301.99
ITEM-102323,ORD-11200,PROD-1306,1,589.79,0.05,560.3,402.5,157.8
ITEM-102324,ORD-11201,PROD-1209,1,751.29,0.4,450.77,423.3,27.47
ITEM-102325,ORD-11201,PROD-1175,1,442.48,0.0,442.48,291.07,151.41
ITEM-102326,ORD-11202,PROD-1332,1,469.76,0.2,375.81,301.44,74.37
ITEM-102327,ORD-11202,PROD-1264,1,593.05,0.15,504.09,338.81,165.28
ITEM-102328,ORD-11202,PROD-1428,1,257.84,0.1,232.06,198.33,33.73
ITEM-102329,ORD-11203,PROD-1417,1,779.59,0.1,701.63,395.26,306.37
ITEM-102330,ORD-11203,PROD-1275,3,784.66,0.0,2353.98,1921.26,432.72
ITEM-102331,ORD-11204,PROD-1251,1,342.93,0.2,274.34,278.61,-4.27
ITEM-102332,ORD-11204,PROD-1288,1,588.49,0.0,588.49,294.93,293.56
ITEM-102333,ORD-11204,PROD-1110,5,689.72,0.0,3448.6,2026.35,1422.25
ITEM-102334,ORD-11205,PROD-1311,4,449.38,0.3,1258.26,1484.78,-226.52
ITEM-102335,ORD-11205,PROD-1033,2,103.52,0.2,165.63,183.36,-17.73
ITEM-102336,ORD-11205,PROD-1333,4,19.18,0.0,76.72,43.55,33.17
ITEM-102337,ORD-11206,PROD-1005,1,824.06,0.3,576.84,622.99,-46.15
ITEM-102338,ORD-11206,PROD-1492,2,296.17,0.1,533.11,394.76,138.35
ITEM-102339,ORD-11207,PROD-1401,1,85.47,0.0,85.47,61.4,24.07
ITEM-102340,ORD-11208,PROD-1488,4,269.27,0.0,1077.08,702.16,374.92
ITEM-102341,ORD-11209,PROD-1382,1,741.28,0.0,741.28,484.32,256.96
ITEM-102342,ORD-11209,PROD-1066,3,42.3,0.0,126.9,69.78,57.12
ITEM-102343,ORD-11209,PROD-1011,4,905.95,0.0,3623.8,2536.64,1087.16
ITEM-102344,ORD-11210,PROD-1350,1,673.96,0.0,673.96,378.07,295.89
ITEM-102345,ORD-11211,PROD-1396,1,458.18,0.0,458.18,270.23,187.95
ITEM-102346,ORD-11212,PROD-1131,1,557.38,0.1,501.64,374.37,127.27
ITEM-102347,ORD-11212,PROD-1185,1,553.35,0.0,553.35,405.83,147.52
ITEM-102348,ORD-11213,PROD-1483,1,327.84,0.0,327.84,285.38,42.46
ITEM-102349,ORD-11214,PROD-1480,1,108.52,0.3,75.96,74.41,1.55
ITEM-102350,ORD-11214,PROD-1218,3,716.18,0.4,1289.12,1800.66,-511.54
ITEM-102351,ORD-11215,PROD-1451,4,365.6,0.1,1316.16,847.36,468.8
ITEM-102352,ORD-11216,PROD-1288,2,588.49,0.0,1176.98,589.86,587.12
ITEM-102353,ORD-11217,PROD-1454,2,93.24,0.0,186.48,95.56,90.92
ITEM-102354,ORD-11218,PROD-1361,1,474.85,0.3,332.4,363.88,-31.48
ITEM-102355,ORD-11218,PROD-1489,1,482.6,0.2,386.08,394.8,-8.72
ITEM-102356,ORD-11219,PROD-1103,2,744.71,0.15,1266.01,781.42,484.59
ITEM-102357,ORD-11219,PROD-1414,1,766.52,0.4,459.91,430.29,29.62
ITEM-102358,ORD-11220,PROD-1174,1,476.03,0.3,333.22,303.37,29.85
ITEM-102359,ORD-11220,PROD-1041,2,232.61,0.4,279.13,381.48,-102.35
ITEM-102360,ORD-11221,PROD-1003,2,996.06,0.1,1792.91,1506.04,286.87
ITEM-102361,ORD-11222,PROD-1415,1,86.37,0.0,86.37,56.8,29.57
ITEM-102362,ORD-11223,PROD-1498,4,113.77,0.1,409.57,291.08,118.49
ITEM-102363,ORD-11223,PROD-1094,5,400.18,0.15,1700.76,1125.7,575.06
ITEM-102364,ORD-11224,PROD-1476,1,255.63,0.4,153.38,194.23,-40.85
