Order_ID,Customer_ID,Region_ID,State,City,Order_Date,Ship_Date,Ship_Mode
ORD-11760,CUST-1871,REG-02,California,Los Angeles,2024-05-16,2024-05-22,Standard Class
ORD-11761,CUST-2152,REG-02,Arizona,Phoenix,2024-11-07,2024-11-11,Standard Class
ORD-11762,CUST-2330,REG-03,Texas,Austin,2024-10-20,2024-10-27,Standard Class
ORD-11763,CUST-2325,REG-03,North Carolina,Charlotte,2024-06-10,2024-06-11,First Class
ORD-11764,CUST-1463,REG-01,Ohio,Cleveland,2024-11-09,2024-11-11,First Class
ORD-11765,CUST-2302,REG-02,Oregon,Portland,2024-07-13,2024-07-19,Standard Class
ORD-11766,CUST-1808,REG-03,Texas,Austin,2024-01-20,2024-01-24,Second Class
ORD-11767,CUST-1760,REG-03,Texas,Austin,2025-07-06,2025-07-12,Standard Class
ORD-11768,CUST-1589,REG-01,New York,New York,2025-02-16,2025-02-17,First Class
ORD-11769,CUST-1810,REG-03,Texas,Houston,2024-05-05,2024-05-11,Standard Class
ORD-11770,CUST-1014,REG-03,Virginia,Richmond,2026-05-05,2026-05-10,Standard Class
ORD-11771,CUST-1516,REG-03,Virginia,Richmond,2026-02-02,2026-02-04,Second Class
ORD-11772,CUST-2330,REG-03,Texas,Austin,2024-04-06,2024-04-12,Standard Class
ORD-11773,CUST-1682,REG-04,Indiana,Indianapolis,2024-11-11,2024-11-18,Standard Class
ORD-11774,CUST-2864,REG-01,New Jersey,Newark,2024-04-27,2024-04-28,First Class
ORD-11775,CUST-2460,REG-02,California,Los Angeles,2025-04-17,2025-04-24,Standard Class
ORD-11776,CUST-1691,REG-02,Colorado,Denver,2024-02-21,2024-02-28,Standard Class
ORD-11777,CUST-2039,REG-03,Texas,Houston,2025-02-24,2025-02-28,Second Class
ORD-11778,CUST-1289,REG-03,Texas,Austin,2025-08-22,2025-08-29,Standard Class
ORD-11779,CUST-1698,REG-02,Arizona,Phoenix,2026-05-21,2026-05-25,Second Class
ORD-11780,CUST-1012,REG-02,Arizona,Phoenix,2024-01-20,2024-01-23,Second Class
ORD-11781,CUST-1443,REG-04,Michigan,Detroit,2024-08-09,2024-08-15,Standard Class
ORD-11782,CUST-1992,REG-04,Illinois,Chicago,2025-08-07,2025-08-11,Standard Class
ORD-11783,CUST-2735,REG-04,Michigan,Detroit,2024-05-03,2024-05-05,First Class
ORD-11784,CUST-1787,REG-02,Oregon,Portland,2024-06-26,2024-06-30,Standard Class
ORD-11785,CUST-2621,REG-04,Michigan,Detroit,2025-03-10,2025-03-16,Standard Class
ORD-11786,CUST-2063,REG-03,Texas,Austin,2024-11-14,2024-11-17,Second Class
ORD-11787,CUST-1047,REG-03,Virginia,Richmond,2026-05-10,2026-05-12,First Class
ORD-11788,CUST-1547,REG-02,Arizona,Phoenix,2025-07-04,2025-07-06,First Class
ORD-11789,CUST-2308,REG-01,Pennsylvania,Philadelphia,2024-02-28,2024-03-04,Standard Class
ORD-11790,CUST-1992,REG-04,Illinois,Chicago,2025-05-05,2025-05-09,Standard Class
ORD-11791,CUST-2146,REG-03,Texas,Austin,2024-01-28,2024-02-04,Standard Class
ORD-11792,CUST-2538,REG-04,Michigan,Detroit,2024-11-08,2024-11-13,Standard Class
ORD-11793,CUST-2824,REG-04,Wisconsin,Milwaukee,2025-08-23,2025-08-28,Standard Class
ORD-11794,CUST-2846,REG-04,Minnesota,Minneapolis,2024-07-17,2024-07-22,Standard Class
ORD-11795,CUST-2748,REG-03,North Carolina,Charlotte,2024-02-23,2024-02-26,Second Class
ORD-11796,CUST-1820,REG-04,Michigan,Detroit,2024-04-16,2024-04-17,First Class
ORD-11797,CUST-1126,REG-04,Michigan,Detroit,2026-05-23,2026-05-29,Standard Class
ORD-11798,CUST-2868,REG-01,Massachusetts,Boston,2025-01-30,2025-02-01,Second Class
ORD-11799,CUST-1192,REG-03,Texas,Houston,2024-04-30,2024-05-07,Standard Class
ORD-11800,CUST-2210,REG-01,New York,New York,2024-04-29,2024-05-03,Second Class
ORD-11801,CUST-2724,REG-04,Minnesota,Minneapolis,2025-06-05,2025-06-11,Standard Class
ORD-11802,CUST-2117,REG-04,Minnesota,Minneapolis,2025-03-08,2025-03-10,Second Class
ORD-11803,CUST-2702,REG-02,Colorado,Denver,2026-05-06,2026-05-12,Standard Class
ORD-11804,CUST-2698,REG-01,Ohio,Cleveland,2024-05-25,2024-05-29,Standard Class
ORD-11805,CUST-1821,REG-01,Ohio,Cleveland,2024-03-11,2024-03-13,Second Class
ORD-11806,CUST-1530,REG-02,Arizona,Phoenix,2024-03-24,2024-03-27,Second Class
ORD-11807,CUST-1470,REG-02,Washington,Seattle,2024-09-02,2024-09-07,Standard Class
ORD-11808,CUST-2196,REG-01,New York,New York,2026-01-23,2026-01-23,Same Day
ORD-11809,CUST-1078,REG-02,Washington,Seattle,2025-09-07,2025-09-13,Standard Class
ORD-11810,CUST-2654,REG-04,Wisconsin,Milwaukee,2024-01-20,2024-01-23,Second Class
ORD-11811,CUST-1460,REG-02,Colorado,Denver,2025-07-01,2025-07-08,Standard Class
ORD-11812,CUST-2476,REG-01,New Jersey,Newark,2024-03-25,2024-04-01,Standard Class
ORD-11813,CUST-1516,REG-03,Virginia,Richmond,2024-04-30,2024-05-04,Standard Class
ORD-11814,CUST-2630,REG-03,Georgia,Atlanta,2024-02-14,2024-02-16,First Class
ORD-11815,CUST-1341,REG-03,North Carolina,Charlotte,2026-02-26,2026-03-01,Second Class
ORD-11816,CUST-2603,REG-03,North Carolina,Charlotte,2024-04-09,2024-04-13,Standard Class
ORD-11817,CUST-2050,REG-02,Oregon,Portland,2024-08-13,2024-08-17,Standard Class
ORD-11818,CUST-1074,REG-02,Arizona,Phoenix,2024-09-06,2024-09-13,Standard Class
ORD-11819,CUST-1938,REG-04,Indiana,Indianapolis,2024-05-20,2024-05-25,Standard Class
ORD-11820,CUST-2999,REG-02,Oregon,Portland,2024-01-11,2024-01-15,Standard Class
ORD-11821,CUST-2947,REG-01,Ohio,Cleveland,2026-04-22,2026-04-23,First Class
ORD-11822,CUST-2017,REG-03,Virginia,Richmond,2025-12-10,2025-12-15,Standard Class
ORD-11823,CUST-1115,REG-04,Indiana,Indianapolis,2024-07-22,2024-07-26,Standard Class
ORD-11824,CUST-1742,REG-01,Pennsylvania,Philadelphia,2025-02-16,2025-02-18,Second Class
ORD-11825,CUST-2330,REG-03,Texas,Austin,2024-09-25,2024-09-30,Standard Class
ORD-11826,CUST-2965,REG-03,Virginia,Richmond,2024-08-03,2024-08-03,Same Day
ORD-11827,CUST-1882,REG-04,Minnesota,Minneapolis,2025-01-07,2025-01-14,Standard Class
ORD-11828,CUST-1769,REG-03,Virginia,Richmond,2024-09-05,2024-09-10,Standard Class
ORD-11829,CUST-2662,REG-02,California,Los Angeles,2024-03-04,2024-03-10,Standard Class
ORD-11830,CUST-2543,REG-04,Wisconsin,Milwaukee,2026-02-15,2026-02-20,Standard Class
ORD-11831,CUST-1028,REG-03,Texas,Houston,2025-09-16,2025-09-18,First Class
ORD-11832,CUST-1700,REG-02,Oregon,Portland,2024-08-02,2024-08-06,Standard Class
ORD-11833,CUST-2413,REG-03,Florida,Miami,2025-01-28,2025-02-04,Standard Class
ORD-11834,CUST-1782,REG-02,Colorado,Denver,2025-05-23,2025-05-30,Standard Class
ORD-11835,CUST-1283,REG-04,Michigan,Detroit,2024-02-16,2024-02-17,First Class
ORD-11836,CUST-2596,REG-03,Texas,Austin,2025-12-04,2025-12-08,Second Class
ORD-11837,CUST-3000,REG-03,Georgia,Atlanta,2025-07-19,2025-07-24,Standard Class
ORD-11838,CUST-2776,REG-04,Minnesota,Minneapolis,2024-11-16,2024-11-19,Second Class
ORD-11839,CUST-2469,REG-03,Florida,Miami,2024-06-18,2024-06-20,First Class
ORD-11840,CUST-2703,REG-04,Wisconsin,Milwaukee,2024-01-07,2024-01-08,First Class
ORD-11841,CUST-2917,REG-02,California,Los Angeles,2025-01-26,2025-01-26,Same Day
ORD-11842,CUST-2455,REG-01,Massachusetts,Boston,2024-02-05,2024-02-08,Second Class
ORD-11843,CUST-2686,REG-03,Texas,Austin,2024-07-16,2024-07-20,Second Class
ORD-11844,CUST-1876,REG-04,Wisconsin,Milwaukee,2025-02-01,2025-02-04,Second Class
ORD-11845,CUST-1385,REG-03,Florida,Miami,2024-03-20,2024-03-26,Standard Class
ORD-11846,CUST-2435,REG-03,Texas,Austin,2024-01-30,2024-02-05,Standard Class
ORD-11847,CUST-2741,REG-03,North Carolina,Charlotte,2026-01-10,2026-01-14,Second Class
ORD-11848,CUST-2998,REG-03,Texas,Houston,2025-06-23,2025-06-30,Standard Class
ORD-11849,CUST-2115,REG-04,Michigan,Detroit,2024-02-06,2024-02-11,Standard Class
ORD-11850,CUST-2169,REG-02,California,Los Angeles,2024-03-08,2024-03-08,Same Day
ORD-11851,CUST-2033,REG-01,New Jersey,Newark,2025-05-07,2025-05-12,Standard Class
ORD-11852,CUST-1747,REG-04,Illinois,Chicago,2024-08-12,2024-08-13,First Class
ORD-11853,CUST-1376,REG-01,Massachusetts,Boston,2024-04-23,2024-04-29,Standard Class
ORD-11854,CUST-2785,REG-01,Pennsylvania,Philadelphia,2026-05-03,2026-05-08,Standard Class
ORD-11855,CUST-1934,REG-02,Colorado,Denver,2024-06-20,2024-06-22,Second Class
ORD-11856,CUST-2955,REG-04,Wisconsin,Milwaukee,2024-04-10,2024-04-17,Standard Class
ORD-11857,CUST-2690,REG-01,Massachusetts,Boston,2025-09-17,2025-09-23,Standard Class
ORD-11858,CUST-2830,REG-03,North Carolina,Charlotte,2025-10-22,2025-10-29,Standard Class
ORD-11859,CUST-2826,REG-01,Ohio,Cleveland,2024-05-02,2024-05-05,Second Class
ORD-11860,CUST-1478,REG-03,Georgia,Atlanta,2025-01-23,2025-01-26,Second Class
ORD-11861,CUST-2755,REG-01,Massachusetts,Boston,2024-04-22,2024-04-28,Standard Class
ORD-11862,CUST-1328,REG-01,Pennsylvania,Philadelphia,2025-01-29,2025-01-29,Same Day
ORD-11863,CUST-2804,REG-02,California,San Francisco,2025-01-22,2025-01-28,Standard Class
ORD-11864,CUST-2887,REG-03,Virginia,Richmond,2024-03-27,2024-03-27,Same Day
ORD-11865,CUST-2795,REG-04,Wisconsin,Milwaukee,2025-04-19,2025-04-23,Second Class
ORD-11866,CUST-1988,REG-01,Pennsylvania,Philadelphia,2025-07-04,2025-07-06,First Class
ORD-11867,CUST-2317,REG-01,New Jersey,Newark,2025-06-30,2025-07-06,Standard Class
ORD-11868,CUST-1547,REG-02,Arizona,Phoenix,2025-08-30,2025-09-04,Standard Class
ORD-11869,CUST-2262,REG-04,Illinois,Chicago,2025-10-29,2025-11-02,Standard Class
ORD-11870,CUST-1290,REG-02,Arizona,Phoenix,2024-05-07,2024-05-10,Second Class
ORD-11871,CUST-1060,REG-01,Pennsylvania,Philadelphia,2024-11-27,2024-12-03,Standard Class
ORD-11872,CUST-2973,REG-02,Oregon,Portland,2024-02-01,2024-02-03,Second Class
ORD-11873,CUST-2449,REG-01,New Jersey,Newark,2024-12-09,2024-12-11,First Class
ORD-11874,CUST-2247,REG-03,Virginia,Richmond,2025-01-24,2025-01-30,Standard Class
ORD-11875,CUST-1897,REG-02,Colorado,Denver,2026-01-19,2026-01-26,Standard Class
ORD-11876,CUST-1754,REG-02,Arizona,Phoenix,2024-02-17,2024-02-22,Standard Class
ORD-11877,CUST-1475,REG-01,New Jersey,Newark,2025-04-30,2025-05-02,Second Class
ORD-11878,CUST-2476,REG-01,New Jersey,Newark,2026-02-05,2026-02-09,Standard Class
ORD-11879,CUST-2030,REG-02,Washington,Seattle,2024-06-30,2024-07-06,Standard Class
ORD-11880,CUST-2402,REG-01,Ohio,Cleveland,2024-08-09,2024-08-13,Standard Class
ORD-11881,CUST-2948,REG-03,North Carolina,Charlotte,2024-04-04,2024-04-09,Standard Class
ORD-11882,CUST-1882,REG-04,Minnesota,Minneapolis,2025-11-04,2025-11-05,First Class
ORD-11883,CUST-1704,REG-01,Massachusetts,Boston,2025-09-29,2025-10-04,Standard Class
ORD-11884,CUST-2391,REG-01,New York,New York,2026-05-07,2026-05-09,First Class
ORD-11885,CUST-1790,REG-04,Illinois,Chicago,2024-07-28,2024-08-02,Standard Class
ORD-11886,CUST-1738,REG-04,Wisconsin,Milwaukee,2025-08-14,2025-08-18,Second Class
ORD-11887,CUST-2675,REG-02,Colorado,Denver,2024-10-07,2024-10-08,First Class
ORD-11888,CUST-2555,REG-01,Pennsylvania,Philadelphia,2025-03-01,2025-03-05,Second Class
ORD-11889,CUST-2565,REG-02,California,Los Angeles,2024-08-01,2024-08-02,First Class
ORD-11890,CUST-2688,REG-03,Texas,Houston,2024-06-15,2024-06-21,Standard Class
ORD-11891,CUST-1069,REG-01,New York,New York,2025-06-15,2025-06-20,Standard Class
ORD-11892,CUST-2733,REG-01,Massachusetts,Boston,2024-11-02,2024-11-07,Standard Class
ORD-11893,CUST-2881,REG-03,North Carolina,Charlotte,2024-09-20,2024-09-25,Standard Class
ORD-11894,CUST-1982,REG-03,Georgia,Atlanta,2025-04-10,2025-04-12,Second Class
ORD-11895,CUST-1336,REG-02,Oregon,Portland,2024-01-27,2024-01-31,Standard Class
ORD-11896,CUST-2453,REG-02,Colorado,Denver,2025-05-08,2025-05-15,Standard Class
ORD-11897,CUST-1947,REG-02,Oregon,Portland,2024-01-21,2024-01-21,Same Day
ORD-11898,CUST-2633,REG-01,New Jersey,Newark,2026-04-10,2026-04-12,Second Class
ORD-11899,CUST-2712,REG-01,Ohio,Cleveland,2024-11-30,2024-12-06,Standard Class
ORD-11900,CUST-2149,REG-03,Texas,Houston,2024-04-15,2024-04-21,Standard Class
ORD-11901,CUST-1491,REG-01,Pennsylvania,Philadelphia,2024-01-16,2024-01-18,First Class
ORD-11902,CUST-2148,REG-04,Illinois,Chicago,2025-06-12,2025-06-19,Standard Class
ORD-11903,CUST-1065,REG-03,Florida,Miami,2024-01-27,2024-02-02,Standard Class
ORD-11904,CUST-1119,REG-03,Florida,Miami,2024-04-15,2024-04-22,Standard Class
ORD-11905,CUST-2119,REG-02,California,San Francisco,2026-05-20,2026-05-25,Standard Class
ORD-11906,CUST-1332,REG-03,Texas,Houston,2024-05-06,2024-05-10,Standard Class
ORD-11907,CUST-1218,REG-02,California,Los Angeles,2024-08-24,2024-08-29,Standard Class
ORD-11908,CUST-2419,REG-02,Washington,Seattle,2024-12-27,2024-12-27,Same Day
ORD-11909,CUST-2180,REG-02,Washington,Seattle,2024-09-07,2024-09-08,First Class
ORD-11910,CUST-2429,REG-01,Massachusetts,Boston,2024-04-17,2024-04-18,First Class
ORD-11911,CUST-2174,REG-01,Massachusetts,Boston,2026-04-05,2026-04-12,Standard Class
ORD-11912,CUST-1284,REG-01,Pennsylvania,Philadelphia,2024-04-21,2024-04-25,Standard Class
ORD-11913,CUST-1543,REG-04,Minnesota,Minneapolis,2024-08-11,2024-08-14,Second Class
ORD-11914,CUST-1869,REG-02,Washington,Seattle,2024-12-22,2024-12-24,First Class
ORD-11915,CUST-1389,REG-04,Illinois,Chicago,2024-08-24,2024-08-28,Standard Class
ORD-11916,CUST-2613,REG-04,Michigan,Detroit,2024-07-18,2024-07-24,Standard Class
ORD-11917,CUST-1878,REG-01,Pennsylvania,Philadelphia,2025-02-12,2025-02-19,Standard Class
ORD-11918,CUST-1724,REG-04,Minnesota,Minneapolis,2025-01-23,2025-01-27,Standard Class
ORD-11919,CUST-1187,REG-01,Massachusetts,Boston,2024-03-04,2024-03-11,Standard Class
ORD-11920,CUST-1704,REG-01,Massachusetts,Boston,2025-06-07,2025-06-13,Standard Class
ORD-11921,CUST-1348,REG-01,New York,New York,2026-02-16,2026-02-22,Standard Class
ORD-11922,CUST-1004,REG-04,Indiana,Indianapolis,2024-08-03,2024-08-10,Standard Class
ORD-11923,CUST-1724,REG-04,Minnesota,Minneapolis,2024-08-25,2024-08-29,Second Class
ORD-11924,CUST-1548,REG-03,North Carolina,Charlotte,2025-07-16,2025-07-20,Second Class
ORD-11925,CUST-1808,REG-03,Texas,Austin,2024-12-15,2024-12-20,Standard Class
ORD-11926,CUST-2797,REG-04,Indiana,Indianapolis,2024-07-10,2024-07-17,Standard Class
ORD-11927,CUST-2450,REG-02,Arizona,Phoenix,2025-12-16,2025-12-23,Standard Class
ORD-11928,CUST-2628,REG-01,Ohio,Cleveland,2024-10-21,2024-10-22,First Class
ORD-11929,CUST-1449,REG-04,Wisconsin,Milwaukee,2024-01-30,2024-02-04,Standard Class
ORD-11930,CUST-2369,REG-04,Wisconsin,Milwaukee,2025-02-26,2025-02-28,First Class
ORD-11931,CUST-2417,REG-01,Massachusetts,Boston,2024-09-30,2024-10-07,Standard Class
ORD-11932,CUST-1628,REG-01,Massachusetts,Boston,2025-12-26,2025-12-30,Standard Class
ORD-11933,CUST-1907,REG-02,Arizona,Phoenix,2025-05-10,2025-05-16,Standard Class
ORD-11934,CUST-1378,REG-02,Oregon,Portland,2024-06-18,2024-06-24,Standard Class
ORD-11935,CUST-1364,REG-04,Illinois,Chicago,2025-12-12,2025-12-16,Standard Class
ORD-11936,CUST-2592,REG-03,Virginia,Richmond,2024-04-18,2024-04-25,Standard Class
ORD-11937,CUST-1251,REG-01,New York,New York,2025-11-30,2025-12-07,Standard Class
ORD-11938,CUST-1064,REG-02,California,Los Angeles,2025-07-07,2025-07-11,Standard Class
ORD-11939,CUST-2081,REG-04,Wisconsin,Milwaukee,2024-08-05,2024-08-12,Standard Class
ORD-11940,CUST-1888,REG-02,Arizona,Phoenix,2025-01-12,2025-01-19,Standard Class
ORD-11941,CUST-1131,REG-01,Pennsylvania,Philadelphia,2024-05-01,2024-05-03,Second Class
ORD-11942,CUST-2734,REG-03,Texas,Austin,2024-09-14,2024-09-18,Standard Class
ORD-11943,CUST-2052,REG-02,California,San Francisco,2024-10-05,2024-10-08,Second Class
ORD-11944,CUST-2083,REG-03,Texas,Austin,2024-10-15,2024-10-20,Standard Class
ORD-11945,CUST-1112,REG-03,Florida,Miami,2024-06-04,2024-06-05,First Class
ORD-11946,CUST-1183,REG-03,North Carolina,Charlotte,2025-11-26,2025-11-26,Same Day
ORD-11947,CUST-2049,REG-01,Pennsylvania,Philadelphia,2024-09-02,2024-09-06,Standard Class
ORD-11948,CUST-2385,REG-04,Indiana,Indianapolis,2024-09-01,2024-09-03,First Class
ORD-11949,CUST-1013,REG-04,Indiana,Indianapolis,2024-09-27,2024-10-04,Standard Class
ORD-11950,CUST-1718,REG-03,North Carolina,Charlotte,2026-04-16,2026-04-18,First Class
ORD-11951,CUST-1492,REG-02,California,Los Angeles,2025-12-30,2026-01-05,Standard Class
ORD-11952,CUST-2936,REG-01,New York,New York,2024-12-27,2024-12-29,Second Class
ORD-11953,CUST-1967,REG-02,Oregon,Portland,2024-02-29,2024-03-06,Standard Class
ORD-11954,CUST-2623,REG-02,Washington,Seattle,2024-09-14,2024-09-17,Second Class
ORD-11955,CUST-2695,REG-01,New Jersey,Newark,2024-03-27,2024-04-02,Standard Class
ORD-11956,CUST-2583,REG-04,Illinois,Chicago,2025-06-04,2025-06-04,Same Day
ORD-11957,CUST-1708,REG-03,Texas,Austin,2025-02-02,2025-02-09,Standard Class
ORD-11958,CUST-1693,REG-04,Michigan,Detroit,2025-11-17,2025-11-22,Standard Class
ORD-11959,CUST-1285,REG-01,Pennsylvania,Philadelphia,2025-04-27,2025-04-27,Same Day
ORD-11960,CUST-1115,REG-04,Indiana,Indianapolis,2024-04-08,2024-04-12,Standard Class
ORD-11961,CUST-2026,REG-04,Illinois,Chicago,2025-02-23,2025-02-24,First Class
ORD-11962,CUST-1483,REG-04,Minnesota,Minneapolis,2025-04-25,2025-05-01,Standard Class
ORD-11963,CUST-1940,REG-03,Texas,Houston,2025-06-26,2025-06-28,Second Class
ORD-11964,CUST-1892,REG-03,Texas,Austin,2024-12-27,2025-01-02,Standard Class
ORD-11965,CUST-1437,REG-04,Indiana,Indianapolis,2024-08-09,2024-08-10,First Class
ORD-11966,CUST-1331,REG-03,North Carolina,Charlotte,2025-11-21,2025-11-23,Second Class
ORD-11967,CUST-2412,REG-03,Georgia,Atlanta,2025-08-29,2025-08-30,First Class
ORD-11968,CUST-1799,REG-03,Virginia,Richmond,2024-12-25,2025-01-01,Standard Class
ORD-11969,CUST-1149,REG-01,New Jersey,Newark,2024-03-20,2024-03-24,Standard Class
ORD-11970,CUST-1230,REG-04,Wisconsin,Milwaukee,2025-02-28,2025-03-07,Standard Class
ORD-11971,CUST-2855,REG-01,Massachusetts,Boston,2024-08-11,2024-08-15,Second Class
ORD-11972,CUST-1020,REG-04,Illinois,Chicago,2024-05-27,2024-06-02,Standard Class
ORD-11973,CUST-1800,REG-02,California,San Francisco,2024-03-04,2024-03-11,Standard Class
ORD-11974,CUST-1589,REG-01,New York,New York,2025-10-11,2025-10-15,Standard Class
ORD-11975,CUST-1804,REG-04,Wisconsin,Milwaukee,2024-02-04,2024-02-04,Same Day
ORD-11976,CUST-1604,REG-04,Wisconsin,Milwaukee,2024-03-23,2024-03-28,Standard Class
ORD-11977,CUST-1021,REG-04,Wisconsin,Milwaukee,2025-12-03,2025-12-07,Standard Class
ORD-11978,CUST-1306,REG-04,Michigan,Detroit,2025-01-11,2025-01-13,First Class
ORD-11979,CUST-1312,REG-03,Virginia,Richmond,2025-09-14,2025-09-18,Standard Class
ORD-11980,CUST-1157,REG-01,Pennsylvania,Philadelphia,2024-05-21,2024-05-26,Standard Class
ORD-11981,CUST-2241,REG-04,Indiana,Indianapolis,2025-04-29,2025-05-06,Standard Class
ORD-11982,CUST-1904,REG-03,Georgia,Atlanta,2024-02-09,2024-02-13,Standard Class
ORD-11983,CUST-1643,REG-02,Arizona,Phoenix,2025-05-11,2025-05-18,Standard Class
ORD-11984,CUST-1282,REG-02,Colorado,Denver,2025-01-19,2025-01-20,First Class
ORD-11985,CUST-1116,REG-01,Ohio,Cleveland,2024-09-04,2024-09-11,Standard Class
ORD-11986,CUST-1328,REG-01,Pennsylvania,Philadelphia,2024-10-21,2024-10-24,Second Class
ORD-11987,CUST-1363,REG-04,Michigan,Detroit,2024-12-30,2025-01-04,Standard Class
ORD-11988,CUST-2727,REG-04,Wisconsin,Milwaukee,2024-12-16,2024-12-20,Standard Class
ORD-11989,CUST-1335,REG-02,Oregon,Portland,2025-02-20,2025-02-24,Standard Class
ORD-11990,CUST-2426,REG-03,Virginia,Richmond,2025-02-19,2025-02-25,Standard Class
ORD-11991,CUST-2728,REG-02,California,San Francisco,2024-07-17,2024-07-23,Standard Class
ORD-11992,CUST-1817,REG-02,Oregon,Portland,2024-03-12,2024-03-16,Standard Class
ORD-11993,CUST-2514,REG-01,Massachusetts,Boston,2024-06-16,2024-06-20,Standard Class
ORD-11994,CUST-1922,REG-02,California,Los Angeles,2024-07-09,2024-07-11,Second Class
ORD-11995,CUST-2797,REG-04,Indiana,Indianapolis,2024-05-13,2024-05-15,First Class
ORD-11996,CUST-1593,REG-02,California,Los Angeles,2024-07-09,2024-07-13,Second Class
ORD-11997,CUST-2734,REG-03,Texas,Austin,2024-10-16,2024-10-21,Standard Class
ORD-11998,CUST-1935,REG-02,Washington,Seattle,2024-12-10,2024-12-12,Second Class
ORD-11999,CUST-2017,REG-03,Virginia,Richmond,2025-12-25,2025-12-30,Standard Class
ORD-12000,CUST-2246,REG-01,Pennsylvania,Philadelphia,2024-09-14,2024-09-16,First Class
ORD-12001,CUST-2843,REG-03,Georgia,Atlanta,2025-11-17,2025-11-24,Standard Class
ORD-12002,CUST-1930,REG-04,Wisconsin,Milwaukee,2025-11-03,2025-11-09,Standard Class
ORD-12003,CUST-2945,REG-03,Virginia,Richmond,2025-05-14,2025-05-14,Same Day
ORD-12004,CUST-1192,REG-03,Texas,Houston,2026-05-16,2026-05-20,Standard Class
ORD-12005,CUST-1561,REG-03,Georgia,Atlanta,2025-04-10,2025-04-14,Standard Class
ORD-12006,CUST-2451,REG-02,California,San Francisco,2024-11-18,2024-11-24,Standard Class
ORD-12007,CUST-1328,REG-01,Pennsylvania,Philadelphia,2025-11-03,2025-11-08,Standard Class
ORD-12008,CUST-2781,REG-02,Colorado,Denver,2025-06-19,2025-06-21,First Class
ORD-12009,CUST-2147,REG-04,Illinois,Chicago,2024-03-25,2024-03-31,Standard Class
ORD-12010,CUST-2865,REG-04,Wisconsin,Milwaukee,2024-03-01,2024-03-02,First Class
ORD-12011,CUST-2832,REG-04,Wisconsin,Milwaukee,2026-05-11,2026-05-15,Standard Class
ORD-12012,CUST-1019,REG-02,Washington,Seattle,2024-11-16,2024-11-20,Standard Class
ORD-12013,CUST-1270,REG-02,Colorado,Denver,2024-03-18,2024-03-18,Same Day
ORD-12014,CUST-1690,REG-01,Massachusetts,Boston,2024-06-18,2024-06-22,Standard Class
ORD-12015,CUST-1476,REG-02,California,Los Angeles,2025-04-08,2025-04-12,Standard Class
ORD-12016,CUST-2578,REG-03,Georgia,Atlanta,2025-06-11,2025-06-16,Standard Class
ORD-12017,CUST-2642,REG-01,New Jersey,Newark,2024-01-16,2024-01-16,Same Day
ORD-12018,CUST-1578,REG-02,California,Los Angeles,2024-03-18,2024-03-23,Standard Class
ORD-12019,CUST-1650,REG-02,California,San Francisco,2024-01-04,2024-01-08,Standard Class
ORD-12020,CUST-2996,REG-03,Texas,Austin,2024-12-09,2024-12-09,Same Day
ORD-12021,CUST-1850,REG-02,Washington,Seattle,2024-02-25,2024-02-29,Standard Class
ORD-12022,CUST-2256,REG-01,Ohio,Cleveland,2025-01-22,2025-01-28,Standard Class
ORD-12023,CUST-1094,REG-03,Florida,Miami,2024-02-20,2024-02-22,First Class
ORD-12024,CUST-2156,REG-02,Arizona,Phoenix,2024-08-23,2024-08-29,Standard Class
ORD-12025,CUST-1064,REG-02,California,Los Angeles,2026-05-17,2026-05-22,Standard Class
ORD-12026,CUST-2768,REG-02,Colorado,Denver,2024-08-10,2024-08-14,Standard Class
ORD-12027,CUST-2453,REG-02,Colorado,Denver,2024-11-21,2024-11-27,Standard Class
ORD-12028,CUST-1147,REG-01,New Jersey,Newark,2024-10-29,2024-11-02,Standard Class
ORD-12029,CUST-2876,REG-03,Georgia,Atlanta,2026-03-02,2026-03-02,Same Day
ORD-12030,CUST-1294,REG-02,Oregon,Portland,2025-03-13,2025-03-15,Second Class
ORD-12031,CUST-1282,REG-02,Colorado,Denver,2026-04-25,2026-05-02,Standard Class
ORD-12032,CUST-2414,REG-04,Illinois,Chicago,2024-05-12,2024-05-16,Standard Class
ORD-12033,CUST-2294,REG-01,Pennsylvania,Philadelphia,2024-05-23,2024-05-24,First Class
ORD-12034,CUST-1039,REG-04,Wisconsin,Milwaukee,2024-01-31,2024-02-05,Standard Class
ORD-12035,CUST-1012,REG-02,Arizona,Phoenix,2024-02-10,2024-02-13,Second Class
ORD-12036,CUST-2068,REG-03,North Carolina,Charlotte,2024-02-14,2024-02-16,First Class
ORD-12037,CUST-1034,REG-03,Georgia,Atlanta,2024-04-11,2024-04-17,Standard Class
ORD-12038,CUST-2164,REG-04,Minnesota,Minneapolis,2024-11-24,2024-11-29,Standard Class
ORD-12039,CUST-1750,REG-01,New York,New York,2024-01-20,2024-01-20,Same Day
ORD-12040,CUST-1147,REG-01,New Jersey,Newark,2024-03-31,2024-04-04,Standard Class
ORD-12041,CUST-2692,REG-03,Virginia,Richmond,2026-05-12,2026-05-16,Standard Class
ORD-12042,CUST-1267,REG-03,Florida,Miami,2026-01-13,2026-01-18,Standard Class
ORD-12043,CUST-2801,REG-01,New York,New York,2026-05-16,2026-05-23,Standard Class
ORD-12044,CUST-2504,REG-04,Minnesota,Minneapolis,2024-07-03,2024-07-09,Standard Class
